[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean
415.973,26.6925,415.973,35.63214,415.973,27.3234,415.974,12.75
416.133,27.0287,416.133,35.79286,416.133,27.34799,416.134,12.92677
416.293,26.6925,416.293,35.84107,416.293,27.41431,416.293,12.68182
416.452,26.6782,416.452,35.66786,416.452,27.36662,416.453,12.63636
416.612,26.8736,416.612,35.54286,416.612,27.38525,416.613,12.71212
416.772,27.0805,416.772,35.63572,416.772,27.47914,416.773,12.73232
416.932,26.8534,416.932,35.3875,416.932,27.34575,416.932,12.81566
417.091,26.8218,417.091,35.53214,417.091,27.27422,417.092,12.60606
417.251,26.8477,417.251,35.34464,417.251,27.40685,417.252,12.78535
417.411,26.8046,417.411,35.5625,417.411,27.269,417.412,12.72475
417.571,26.7184,417.571,35.87857,417.571,27.25857,417.571,12.78535
417.73,27.023,417.73,35.54821,417.73,27.52608,417.731,12.85101
417.89,26.8247,417.89,35.3625,417.89,27.34724,417.891,12.7399
418.05,26.8276,418.05,35.11786,418.05,27.32191,418.051,12.83333
418.21,26.9138,418.21,35.52857,418.21,27.44188,418.21,12.57323
418.369,26.5517,418.369,35.1375,418.369,27.34128,418.37,12.68434
418.529,27.0172,418.529,35.31429,418.529,27.28987,418.53,12.89141
418.689,26.9684,418.689,35.2,418.689,27.24516,418.69,12.7702
418.849,26.9253,418.849,35.42143,418.849,27.38748,418.849,12.86616
419.008,26.6983,419.008,35.46786,419.008,27.49106,419.009,12.56061
419.168,26.7586,419.168,35.64286,419.168,27.2921,419.169,12.69444
419.328,26.9971,419.328,35.68929,419.328,27.35693,419.328,12.85606
419.488,26.7902,419.488,35.37679,419.488,27.36065,419.488,12.80556
419.647,26.6552,419.647,35.35179,419.647,27.28763,419.648,12.75758
419.807,26.8506,419.807,35.40536,419.807,27.32638,419.808,12.60606
419.967,26.8362,419.967,35.52143,419.967,27.38823,419.967,12.65909
420.127,26.7414,420.127,35.30536,420.127,27.39791,420.127,12.77273
420.286,26.6609,420.286,35.43214,420.286,27.27124,420.287,12.63131
420.446,26.8391,420.446,35.26607,420.446,27.36885,420.447,12.6995
420.606,26.3994,420.606,35.475,420.606,27.30998,420.606,12.66162
420.766,26.5517,420.766,35.45714,420.766,27.38525,420.766,12.85354
420.925,26.7816,420.925,35.35,420.925,27.33159,420.926,12.64646
421.085,26.8822,421.085,34.9,421.085,27.39419,421.086,12.7197
421.245,26.6609,421.245,35.36607,421.245,27.34575,421.245,12.64899
421.405,26.8103,421.405,35.09643,421.405,27.43741,421.405,12.79293
421.564,26.9195,421.564,35.21429,421.564,27.33308,421.565,12.7197
421.724,26.8937,421.724,35.05536,421.724,27.26975,421.725,12.76515
421.884,26.6379,421.884,35.29821,421.884,27.38823,421.884,12.86364
422.043,26.8448,422.043,35.27321,422.043,27.31446,422.044,12.81061
422.203,26.6264,422.203,35.26072,422.203,27.50075,422.204,12.72475
422.363,26.7586,422.363,35.39286,422.363,27.53204,422.364,12.46212
422.523,26.9856,422.523,35.63393,422.523,27.30775,422.523,12.77525
422.682,26.6351,422.682,35.31964,422.682,27.29508,422.683,12.7904
422.842,26.5316,422.842,35.62321,422.842,27.42101,422.843,12.87121
423.002,26.7644,423.002,35.46786,423.002,27.59091,423.003,12.83586
423.162,26.7586,423.162,35.64107,423.162,27.59315,423.162,12.60859
423.321,26.9023,423.321,35.25714,423.321,27.44858,423.322,12.75505
423.481,26.8333,423.481,35.34821,423.481,27.50298,423.482,12.65152
423.641,27.1092,423.641,35.3625,423.641,27.58271,423.642,12.69444
423.801,26.9971,423.801,35.28393,423.801,27.49702,423.801,12.77525
423.96,26.9224,423.96,35.3125,423.96,27.52757,423.961,12.57828
424.12,26.9454,424.12,35.48571,424.12,27.60805,424.121,12.80303
424.28,26.7471,424.28,35.20536,424.28,27.41431,424.281,12.85354
424.44,26.7644,424.44,35.18571,424.44,27.61103,424.44,12.83838
424.599,26.6954,424.599,35.11964,424.599,27.47094,424.6,12.74747
424.759,27.25,424.759,35.01964,424.759,27.45455,424.76,12.70707
424.919,26.8477,424.919,35.25714,424.919,27.57228,424.92,12.8005
425.079,26.9253,425.079,35.22679,425.079,27.51043,425.079,12.84596
425.238,26.8218,425.238,35.20536,425.238,27.57154,425.239,12.78283
425.398,26.7759,425.398,35.16607,425.398,27.61401,425.399,12.76768
425.558,26.7557,425.558,35.56607,425.558,27.69225,425.559,12.7298
425.718,26.8276,425.718,35.2,425.718,28.06334,425.718,12.65657
425.877,26.5172,425.877,35.21786,425.877,28.60283,425.878,12.70707
426.037,26.7529,426.037,35.18571,426.037,28.45976,426.038,12.89899
426.197,26.5172,426.197,35.72321,426.197,29.24739,426.197,12.80303
426.357,26.9368,426.357,35.05893,426.357,29.42548,426.357,12.76768
426.516,26.9339,426.516,34.86964,426.516,29.57824,426.517,12.70455
426.676,26.6379,426.676,34.98036,426.676,29.64978,426.677,12.83333
426.836,26.9914,426.836,35.075,426.836,29.49702,426.836,12.68939
426.996,26.9195,426.996,35.14464,426.996,29.30402,426.996,12.78788
427.155,26.7529,427.155,35.29286,427.155,29.02385,427.156,12.81566
427.315,26.7989,427.315,35.21607,427.315,28.9076,427.316,12.7197
427.475,26.7759,427.475,34.86786,427.475,28.70566,427.475,12.75505
427.635,27.0891,427.635,34.8875,427.635,28.61475,427.635,12.76515
427.794,26.7414,427.794,35.01429,427.794,28.49925,427.795,12.62879
427.954,26.8994,427.954,35.2,427.954,28.39046,427.955,12.7096
428.114,26.6121,428.114,35.29464,428.114,28.30626,428.114,12.62626
428.273,26.6724,428.273,35.15179,428.273,28.13935,428.274,12.84091
428.433,26.9138,428.433,35.11428,428.433,28.12221,428.434,12.71212
428.593,26.8075,428.593,35.11428,428.593,28.24814,428.594,12.83081
428.753,26.6207,428.753,34.93393,428.753,28.00149,428.753,12.92424
428.912,26.6868,428.912,35.09107,428.912,28.15946,428.913,12.53283
429.072,27.0172,429.072,35.475,429.072,28.00075,429.073,12.73737
429.232,26.8649,429.232,34.9125,429.232,27.8994,429.233,12.7702
429.392,26.75,429.392,34.75893,429.392,27.98659,429.392,12.82323
429.551,26.7644,429.551,35.25,429.551,27.92101,429.552,12.75758
429.711,26.8333,429.711,35.20893,429.711,27.90835,429.712,12.68687
429.871,26.8937,429.871,34.84286,429.871,27.97914,429.872,12.86869
430.031,26.8506,430.031,34.95536,430.031,27.95082,430.031,12.59343
430.19,26.6379,430.19,35.08571,430.19,27.8301,430.191,12.82576
430.35,26.8161,430.35,35.08214,430.35,28.01639,430.351,12.62879
430.51,26.5374,430.51,34.97857,430.51,27.83756,430.511,12.68434
430.67,26.8966,430.67,35.26786,430.67,27.9076,430.67,12.98737
430.829,26.7471,430.829,35.05357,430.829,27.9158,430.83,12.65909
430.989,26.6063,430.989,35.48036,430.989,27.84873,430.99,12.61111
431.149,26.5948,431.149,34.86964,431.149,27.82489,431.15,12.78283
431.309,26.8937,431.309,35.19822,431.309,27.89866,431.309,12.82576
431.468,26.9224,431.468,35.20714,431.468,27.86364,431.469,12.77525
431.628,26.7615,431.628,35.075,431.628,27.72206,431.629,12.88131
431.788,26.7184,431.788,34.63214,431.788,27.68852,431.789,12.88131
431.948,26.8103,431.948,34.83929,431.948,27.78912,431.948,12.89899
432.107,26.8649,432.107,35.02143,432.107,27.76379,432.108,12.82323
432.267,26.9943,432.267,34.96786,432.267,27.8532,432.268,12.64646
432.427,26.9483,432.427,34.91607,432.427,27.65127,432.428,12.63384
432.587,26.7672,432.587,34.88929,432.587,28.01714,432.587,12.64899
432.746,26.7816,432.746,34.67321,432.746,27.70343,432.747,12.79798
432.906,26.8851,432.906,34.93214,432.906,27.84426,432.907,12.66667
433.066,26.6351,433.066,34.86071,433.066,27.89195,433.066,12.82323
433.226,26.7126,433.226,35.14643,433.226,27.76006,433.226,12.7298
433.385,26.7471,433.385,35.18929,433.385,27.64978,433.386,12.75758
433.545,26.5431,433.545,35.16429,433.545,27.74069,433.546,12.88889
433.705,26.7672,433.705,35.00714,433.705,27.7541,433.705,12.76515
433.865,26.8391,433.865,34.84107,433.865,27.74218,433.865,12.8005
434.024,26.6638,434.024,34.88214,434.024,27.86364,434.025,12.85354
434.184,26.6408,434.184,34.825,434.184,27.71684,434.185,12.69192
434.344,26.6552,434.344,34.84464,434.344,27.6535,434.344,12.64394
434.504,26.7902,434.504,34.89821,434.504,27.69225,434.504,12.83081
434.663,26.8736,434.663,34.70714,434.663,27.6699,434.664,12.62121
434.823,26.7443,434.823,35.08393,434.823,27.74665,434.824,12.8005
434.983,26.8822,434.983,35.14286,434.983,27.70864,434.983,12.85101
435.142,26.4282,435.142,35.225,435.142,27.6237,435.143,12.62374
435.302,26.9569,435.302,34.87679,435.302,27.65648,435.303,12.87374
435.462,26.6753,435.462,35.26072,435.462,27.76155,435.463,12.77778
435.622,26.8305,435.622,35.17321,435.622,27.72876,435.622,12.70707
435.781,26.8506,435.781,35.54821,435.781,27.7459,435.782,12.80808
435.941,26.658,435.941,35.14821,435.941,27.60954,435.942,12.55303
436.101,26.5115,436.101,35.08393,436.101,27.60507,436.102,12.75
436.261,26.8218,436.261,35.33929,436.261,27.70417,436.261,12.7803
436.42,26.6149,436.42,35.20536,436.42,27.7921,436.421,12.80556
436.58,26.7328,436.58,34.88393,436.58,27.54173,436.581,12.84343
436.74,26.7845,436.74,34.74464,436.74,27.66393,436.741,12.7399
436.9,26.8017,436.9,35.08393,436.9,27.6155,436.9,12.85101
437.059,26.569,437.059,35.28036,437.059,27.75931,437.06,12.76768
437.219,26.8649,437.219,35.25179,437.219,27.62519,437.22,12.93434
437.379,26.8764,437.379,35.10357,437.379,27.69598,437.38,12.61616
437.539,26.4339,437.539,35.23036,437.539,27.72504,437.539,12.79293
437.698,26.8247,437.698,34.925,437.698,27.7079,437.699,12.74242
437.858,26.8362,437.858,34.83214,437.858,27.538,437.859,12.80556
438.018,26.8534,438.018,35.20893,438.018,27.64083,438.019,12.80808
438.178,26.9569,438.178,35.21071,438.178,27.57824,438.178,12.82071
438.337,26.7126,438.337,35.10179,438.337,27.93741,438.338,12.67677
438.497,26.9397,438.497,34.9,438.497,27.61103,438.498,12.73232
438.657,26.704,438.657,35.20893,438.657,27.70641,438.658,12.6995
438.817,26.8736,438.817,35.10714,438.817,27.73845,438.817,12.76515
438.976,26.3966,438.976,35.22679,438.976,27.76751,438.977,12.8005
439.136,26.9339,439.136,35.18929,439.136,27.73323,439.137,12.54545
439.296,26.6466,439.296,35.30536,439.296,27.79285,439.297,12.81818
439.456,26.8563,439.456,35.10536,439.456,27.66542,439.456,12.70707
439.615,26.6552,439.615,35.04286,439.615,27.50596,439.616,12.73485
439.775,26.8132,439.775,34.60536,439.775,27.60581,439.776,12.84848
439.935,26.7557,439.935,35.175,439.935,27.62668,439.935,12.90657
440.095,26.7557,440.095,34.95536,440.095,27.6997,440.095,12.75
440.254,26.8276,440.254,34.95893,440.254,27.79285,440.255,12.72727
440.414,26.704,440.414,35.03393,440.414,27.65574,440.415,12.80303
440.574,26.6638,440.574,35.15,440.574,27.57005,440.574,12.57576
440.734,26.8362,440.734,34.88393,440.734,27.67884,440.734,12.78283
440.893,26.7213,440.893,35.06429,440.893,27.71982,440.894,12.94444
441.053,26.6983,441.053,35.22321,441.053,27.61401,441.054,12.73232
441.213,26.9368,441.213,34.90536,441.213,27.67213,441.213,12.56061
441.372,27.0115,441.372,35,441.372,27.58271,441.373,12.78788
441.532,26.6437,441.532,35.11786,441.532,27.60432,441.533,12.55808
441.692,26.75,441.692,35.36607,441.692,27.45753,441.693,12.52525
441.852,26.7069,441.852,35.03214,441.852,27.49329,441.852,12.73232
442.011,26.8305,442.011,35.13393,442.011,27.49106,442.012,12.63889
442.171,26.8592,442.171,35.22143,442.171,27.53875,442.172,12.7702
442.331,26.5575,442.331,34.96964,442.331,27.68778,442.332,12.78788
442.491,26.7759,442.491,34.83214,442.491,27.6468,442.491,12.66667
442.65,26.7155,442.65,34.99464,442.65,27.54992,442.651,12.81061
442.81,26.819,442.81,35.04107,442.81,27.6617,442.811,12.61111
442.97,26.9023,442.97,35.175,442.97,27.60805,442.971,12.77778
443.13,26.7385,443.13,34.95893,443.13,27.78987,443.13,12.54293
443.289,26.5603,443.289,35.00893,443.289,27.73771,443.29,12.80303
443.449,26.7557,443.449,35.1125,443.449,27.71013,443.45,12.95202
443.609,26.6408,443.609,35.32857,443.609,27.63189,443.61,12.63889
443.769,26.9023,443.769,34.85,443.769,27.65127,443.769,12.54798
443.928,26.7902,443.928,34.90179,443.928,27.63413,443.929,12.67172
444.088,26.8161,444.088,35.06964,444.088,27.83308,444.089,12.78283
444.248,26.6437,444.248,35.09464,444.248,27.85544,444.249,12.85606
444.408,26.7845,444.408,35.3625,444.408,27.55663,444.408,12.81566
444.567,26.6149,444.567,35.10179,444.567,27.63487,444.568,12.85101
444.727,26.9454,444.727,35.52321,444.727,27.51267,444.728,12.82828
444.887,26.5575,444.887,35.18393,444.887,27.58569,444.888,12.81566
445.047,26.6063,445.047,35.33214,445.047,27.58793,445.047,12.90152
445.206,26.6695,445.206,35.38572,445.206,27.52012,445.207,12.60859
445.366,27.023,445.366,34.99821,445.366,27.5842,445.367,12.80303
445.526,26.5489,445.526,35.22857,445.526,27.62891,445.527,12.7298
445.686,26.3707,445.686,35.18571,445.686,27.59464,445.686,12.8005
445.845,26.7414,445.845,34.82322,445.845,27.53428,445.846,12.73232
446.005,26.8793,446.005,34.99286,446.005,27.68778,446.006,12.84848
446.165,26.6609,446.165,34.9,446.165,27.45604,446.166,12.62879
446.325,26.8448,446.325,34.79821,446.325,27.42995,446.325,12.68182
446.484,26.8391,446.484,34.79821,446.484,27.53353,446.485,12.67677
446.644,26.7414,446.644,35.08214,446.644,27.62593,446.645,12.75253
446.804,26.5345,446.804,34.93036,446.804,27.54844,446.805,12.66919
446.964,26.6552,446.964,35.00893,446.964,27.66915,446.964,12.81313
447.123,26.7155,447.123,34.99821,447.123,27.62891,447.124,12.68434
447.283,26.5805,447.283,34.94822,447.283,27.60879,447.284,12.86111
447.443,26.7414,447.443,34.81964,447.443,27.61103,447.443,12.77525
447.603,26.7529,447.603,35.04286,447.603,27.63115,447.603,12.80303
447.762,26.8649,447.762,35.09464,447.762,27.4769,447.763,12.88636
447.922,26.8161,447.922,34.89107,447.922,27.60954,447.923,12.6995
448.082,26.6552,448.082,34.83036,448.082,27.59538,448.082,12.83838
448.241,26.8103,448.241,34.78929,448.241,27.49627,448.242,12.51768
448.401,27.0661,448.401,34.69464,448.401,27.7228,448.402,12.8005
448.561,27.0259,448.561,35.02857,448.561,27.53651,448.562,12.70455
448.721,26.7816,448.721,34.85357,448.721,27.6468,448.721,12.7298
448.88,26.8276,448.88,35.03036,448.88,27.65648,448.881,12.63131
449.04,26.931,449.04,35.25,449.04,27.42474,449.041,12.7096
449.2,26.6466,449.2,35.09821,449.2,27.64531,449.201,12.7399
449.36,26.727,449.36,35.23036,449.36,27.53651,449.36,12.76263
449.519,26.5201,449.519,34.925,449.519,27.62295,449.52,12.69192
449.679,27.1868,449.679,35.2,449.679,27.54918,449.68,12.93939
449.839,26.5,449.839,35.18393,449.839,27.4389,449.84,12.82576
449.999,26.8707,449.999,34.68036,449.999,27.48361,449.999,12.57071
450.158,26.931,450.158,34.77321,450.158,27.46647,450.159,12.9697
450.318,26.4425,450.318,35.0875,450.318,27.59016,450.319,12.68939
450.478,26.8448,450.478,34.65536,450.478,27.50522,450.479,12.90404
450.638,26.6925,450.638,34.83036,450.638,27.49106,450.638,13.04545
450.797,26.9195,450.797,35.08393,450.797,27.68554,450.798,12.95455
450.957,26.6782,450.957,34.89107,450.957,27.54396,450.958,12.89899
451.117,26.7586,451.117,34.79107,451.117,27.47765,451.118,13.20707
451.277,26.8563,451.277,34.99107,451.277,27.46051,451.277,13.07576
451.436,26.6753,451.436,35.1875,451.436,27.52832,451.437,13.41162
451.596,26.7759,451.596,34.98393,451.596,27.44858,451.597,13.4899
451.756,26.4483,451.756,35.20357,451.756,27.61103,451.757,13.38889
451.916,26.7529,451.916,35.10536,451.916,27.52832,451.916,13.46212
452.075,27.0287,452.075,35.375,452.075,27.56334,452.076,13.64141
452.235,26.8793,452.235,35.42857,452.235,27.57675,452.236,13.5404
452.395,26.8879,452.395,35.18214,452.395,27.34873,452.396,13.65152
452.555,26.6264,452.555,34.95893,452.555,27.50596,452.555,13.67677
452.714,26.7098,452.714,34.94286,452.714,27.53204,452.715,13.80303
452.874,26.6092,452.874,35.12857,452.874,27.65276,452.875,13.68939
453.034,26.9885,453.034,35.07679,453.034,27.54769,453.035,13.99495
453.194,26.8161,453.194,34.7875,453.194,27.49851,453.194,13.82828
453.353,26.7443,453.353,34.91429,453.353,27.51192,453.354,14.09343
453.513,26.9368,453.513,34.96786,453.513,27.51043,453.514,14.14646
453.673,26.8305,453.673,35.08214,453.673,27.29285,453.673,14.10606
453.833,26.5776,453.833,34.81964,453.833,27.39493,453.833,14.17677
453.992,26.8017,453.992,34.60536,453.992,27.56185,453.993,14.41919
454.152,26.7672,454.152,34.85714,454.152,27.50224,454.153,14.49747
454.312,26.6552,454.312,34.80714,454.312,27.44113,454.312,14.40909
454.471,26.7874,454.471,34.77857,454.471,27.55216,454.472,14.40152
454.631,26.7299,454.631,34.77321,454.631,27.47839,454.632,14.57828
454.791,26.6753,454.791,34.64643,454.791,27.4769,454.792,14.69444
454.951,26.6408,454.951,34.88036,454.951,27.43294,454.951,14.69192
455.11,26.5747,455.11,34.86964,455.11,27.40462,455.111,14.65404
455.27,26.8822,455.27,34.9375,455.27,27.50745,455.271,14.52273
455.43,26.8075,455.43,34.67143,455.43,27.32116,455.431,14.88636
455.59,26.6264,455.59,35.01786,455.59,27.34054,455.59,14.67424
455.749,26.7586,455.749,34.88572,455.749,27.55663,455.75,14.53283
455.909,26.8247,455.909,34.97857,455.909,27.72727,455.91,14.62626
456.069,26.7845,456.069,35.18214,456.069,27.63264,456.07,14.64394
456.229,26.7328,456.229,34.94107,456.229,27.59165,456.229,14.69444
456.388,26.7126,456.388,34.89107,456.388,27.61997,456.389,14.82323
456.548,26.7011,456.548,34.81786,456.548,27.63711,456.549,14.87121
456.708,26.7759,456.708,35.01429,456.708,27.57973,456.709,14.71212
456.868,27.0086,456.868,34.76607,456.868,27.52757,456.868,14.8005
457.027,26.5201,457.027,34.56607,457.027,27.49329,457.028,14.57071
457.187,26.8879,457.187,34.84821,457.187,27.75559,457.188,14.73737
457.347,27.0086,457.347,34.575,457.347,27.60283,457.348,14.5505
457.507,26.8994,457.507,35.29286,457.507,27.45305,457.507,14.5101
457.666,26.7098,457.666,35.13214,457.666,27.3994,457.667,14.63889
457.826,26.7787,457.826,35.17321,457.826,27.40536,457.827,14.80303
457.986,26.5115,457.986,34.96607,457.986,27.40462,457.987,14.65152
458.146,26.4741,458.146,35.06071,458.146,27.48435,458.146,14.4899
458.305,26.773,458.305,34.97321,458.305,27.50447,458.306,14.41919
458.465,26.7787,458.465,34.81786,458.465,27.58867,458.466,14.52273
458.625,26.7931,458.625,35.01607,458.625,27.40536,458.626,14.4495
458.785,26.3764,458.785,35.00714,458.785,27.6006,458.785,14.41162
458.944,26.6925,458.944,35.06607,458.944,27.58197,458.945,14.36111
459.104,26.6322,459.104,35.2,459.104,27.58346,459.105,14.58081
459.264,27.0201,459.264,35.00357,459.264,27.4538,459.265,14.33586
459.424,26.6034,459.424,35.15536,459.424,27.4918,459.424,14.34596
459.583,26.9655,459.583,34.81607,459.583,27.60134,459.584,14.22222
459.743,26.7098,459.743,34.75357,459.743,27.51416,459.744,14.21717
459.903,26.7098,459.903,34.9625,459.903,27.50969,459.904,14.27778
460.063,26.6954,460.063,34.82857,460.063,27.65723,460.063,14.25505
460.222,26.6897,460.222,34.96964,460.222,27.46274,460.223,14.26768
460.382,26.7184,460.382,34.925,460.382,27.50596,460.383,14.07323
460.542,26.7069,460.542,34.72321,460.542,27.38525,460.542,14.14899
460.702,26.8218,460.702,34.55178,460.702,27.54992,460.702,14.07323
460.861,26.8305,460.861,34.81964,460.861,27.41133,460.862,14.0404
461.021,26.9741,461.021,34.88036,461.021,27.48063,461.022,13.9697
461.181,26.8391,461.181,34.65179,461.181,27.57824,461.181,13.87374
461.34,26.7213,461.34,34.71786,461.34,27.65946,461.341,14.04798
461.5,26.6494,461.5,34.56964,461.5,27.5082,461.501,14.15657
461.66,26.7989,461.66,34.71964,461.66,27.42176,461.661,14.06313
461.82,26.8793,461.82,35.06429,461.82,27.60358,461.82,13.9798
461.979,26.842,461.979,34.62857,461.979,27.53353,461.98,13.79545
462.139,26.6897,462.139,34.61964,462.139,27.58197,462.14,13.91667
462.299,26.704,462.299,34.71607,462.299,27.47392,462.3,13.76768
462.459,26.569,462.459,34.70893,462.459,27.5313,462.459,13.7803
462.618,26.8764,462.618,34.79821,462.618,27.54695,462.619,13.66162
462.778,26.75,462.778,34.15536,462.778,27.51118,462.779,13.63384
