[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean
353.673,26.8563,353.673,34.69107,353.673,27.13636,353.674,12.77525
353.833,27.1868,353.833,34.56607,353.833,27.01043,353.833,12.64646
353.993,26.7989,353.993,35.18571,353.993,27.04844,353.993,12.70707
354.152,26.704,354.152,34.72857,354.152,26.97168,354.153,12.7096
354.312,26.8793,354.312,34.94822,354.312,26.93741,354.313,12.82323
354.472,26.7586,354.472,35.16607,354.472,27.12072,354.472,12.84343
354.632,26.9224,354.632,34.72679,354.632,27.03726,354.632,12.84343
354.791,26.9626,354.791,35.01607,354.791,27.06706,354.792,12.63889
354.951,26.8477,354.951,34.76072,354.951,27.10879,354.952,12.60606
355.111,26.7845,355.111,34.88214,355.111,27.03279,355.111,12.73485
355.271,26.9713,355.271,34.75893,355.271,27.03204,355.271,12.81566
355.43,26.7672,355.43,34.9375,355.43,27.04918,355.431,12.65152
355.59,26.8247,355.59,35.11071,355.59,27.18554,355.591,12.67929
355.75,26.954,355.75,34.95714,355.75,27,355.75,12.67677
355.909,26.954,355.909,35.22321,355.909,26.98957,355.91,12.75
356.069,27.1638,356.069,34.90357,356.069,27.16841,356.07,12.68182
356.229,26.8736,356.229,35.01429,356.229,27.19896,356.23,13.00253
356.389,26.8649,356.389,35.26964,356.389,27.18554,356.389,12.81061
356.548,26.9626,356.548,35.2375,356.548,27.06259,356.549,12.89899
356.708,26.8247,356.708,35.10179,356.708,27.07377,356.709,12.58081
356.868,27.1149,356.868,35.12857,356.868,27.06557,356.869,12.85606
357.028,26.8621,357.028,34.72321,357.028,27.02385,357.028,12.66919
357.187,26.9397,357.187,34.54643,357.187,27.14456,357.188,12.93182
357.347,26.9511,357.347,34.50179,357.347,27.13115,357.348,12.65657
357.507,26.8161,357.507,34.49821,357.507,27.12146,357.508,12.63889
357.667,26.9109,357.667,34.64286,357.667,27.21982,357.667,12.82323
357.826,26.8822,357.826,34.63214,357.826,27.16692,357.827,12.76768
357.986,26.8994,357.986,34.85714,357.986,27.05589,357.987,12.71717
358.146,26.8362,358.146,34.83036,358.146,27.04173,358.146,12.62879
358.306,26.8879,358.306,34.71964,358.306,27.10879,358.306,12.67677
358.465,27.0057,358.465,34.79821,358.465,26.9225,358.466,12.84343
358.625,26.8764,358.625,35.04643,358.625,27.09464,358.626,12.91162
358.785,26.7414,358.785,34.70179,358.785,27.06557,358.785,12.75253
358.945,27.046,358.945,34.65,358.945,27.08718,358.945,12.80556
359.104,27.1178,359.104,34.80536,359.104,26.92325,359.105,12.91919
359.264,27.3218,359.264,34.83929,359.264,27.1617,359.265,12.79798
359.424,26.9655,359.424,34.72321,359.424,27.19374,359.424,12.60859
359.584,27.0718,359.584,34.28929,359.584,27.12295,359.584,12.84596
359.743,26.8132,359.743,34.30893,359.743,27.14307,359.744,12.66162
359.903,27.0029,359.903,34.55536,359.903,27.16095,359.904,12.86869
360.063,26.8362,360.063,34.65536,360.063,26.95976,360.063,12.68434
360.223,26.8649,360.223,34.41786,360.223,27.1848,360.223,12.74242
360.382,26.8362,360.382,34.57679,360.382,26.9687,360.383,12.60859
360.542,26.8305,360.542,34.575,360.542,27.11401,360.543,12.77525
360.702,26.7902,360.702,34.35179,360.702,27.08793,360.702,12.83081
360.862,26.8218,360.862,34.53929,360.862,27.15499,360.862,12.7803
361.021,26.9167,361.021,34.50357,361.021,27.04247,361.022,12.68687
361.181,26.7385,361.181,34.28214,361.181,27.15648,361.182,12.7702
361.341,27.0345,361.341,34.32857,361.341,27.02012,361.341,12.86616
361.501,26.9569,361.501,34.35357,361.501,27.15797,361.501,12.78535
361.66,26.796,361.66,34.2125,361.66,27.06408,361.661,12.83081
361.82,26.7098,361.82,34.09643,361.82,27.2079,361.821,12.62879
361.98,26.7414,361.98,34.24107,361.98,27.19374,361.98,12.70455
362.139,26.908,362.139,34.48036,362.139,27.12295,362.14,12.66667
362.299,26.8592,362.299,34.24107,362.299,27.29359,362.3,12.88384
362.459,27.0144,362.459,34.2375,362.459,27.18629,362.46,12.88889
362.619,26.8046,362.619,34.02857,362.619,27.10134,362.619,12.68687
362.778,26.842,362.778,34.08036,362.778,27.25112,362.779,12.77525
362.938,26.977,362.938,34.04821,362.938,27.11848,362.939,12.9596
363.098,26.7989,363.098,34.21786,363.098,27.24888,363.099,12.78535
363.258,26.6552,363.258,33.94464,363.258,27.14903,363.258,12.88131
363.417,26.7356,363.417,33.75179,363.417,27.23547,363.418,12.54798
363.577,26.5057,363.577,34.15,363.577,27.24665,363.578,12.68939
363.737,26.977,363.737,34.02143,363.737,27.13264,363.738,12.54293
363.897,26.6724,363.897,34.17678,363.897,27.30328,363.897,12.89141
364.056,26.8218,364.056,33.92857,364.056,27.25261,364.057,12.60354
364.216,26.7989,364.216,34.24107,364.216,27.1997,364.217,12.71212
364.376,26.9397,364.376,34.37321,364.376,27.09985,364.376,12.57576
364.536,26.796,364.536,34.19464,364.536,27.15574,364.536,12.96465
364.695,26.773,364.695,34.18393,364.695,27.09091,364.696,12.7399
364.855,26.7069,364.855,34.51072,364.855,27.12295,364.856,12.81566
365.015,26.8218,365.015,34.16607,365.015,27.14307,365.015,12.97222
365.175,27.0115,365.175,34.37321,365.175,27.15052,365.175,12.82323
365.334,26.796,365.334,34.45893,365.334,27.19076,365.335,12.88131
365.494,26.7385,365.494,34.38036,365.494,27.18256,365.495,12.87626
365.654,26.4282,365.654,34.33929,365.654,27.0924,365.654,12.81818
365.814,26.8822,365.814,34.13929,365.814,27.16542,365.814,12.73232
365.973,26.6724,365.973,34.5375,365.973,27.07526,365.974,12.74495
366.133,26.7902,366.133,34.10893,366.133,26.9918,366.134,12.65404
366.293,26.8621,366.293,33.97321,366.293,27.0544,366.293,12.87626
366.453,26.9339,366.453,34.25714,366.453,27.02012,366.453,12.64141
366.612,26.681,366.612,34.20536,366.612,27.08197,366.613,12.69697
366.772,26.7069,366.772,34.0625,366.772,27.22727,366.773,12.80556
366.932,26.819,366.932,34.00536,366.932,27.10358,366.932,12.81566
367.092,26.4885,367.092,34.06607,367.092,27.05365,367.092,12.77778
367.251,26.5661,367.251,34.05536,367.251,27.16393,367.252,12.6995
367.411,26.9741,367.411,34.025,367.411,27.17809,367.412,12.7197
367.571,26.6523,367.571,34.17321,367.571,27.15201,367.571,12.70707
367.731,26.8046,367.731,34.27679,367.731,27.16021,367.731,13.01263
367.89,26.9397,367.89,34.13214,367.89,27.16542,367.891,12.65909
368.05,26.8305,368.05,34.31071,368.05,27.15574,368.051,12.77778
368.21,26.819,368.21,34.31786,368.21,27.24292,368.21,12.59091
368.37,26.4368,368.37,34.27321,368.37,27.13562,368.37,12.65152
368.529,26.5575,368.529,34.36428,368.529,27.14158,368.53,12.57576
368.689,26.8017,368.689,34.58393,368.689,27.22504,368.69,12.59596
368.849,26.7989,368.849,34.36071,368.849,27.11028,368.849,12.54545
369.008,26.6121,369.008,34.39821,369.008,27.19747,369.009,12.70455
369.168,26.9569,369.168,34.575,369.168,27.15276,369.169,12.46717
369.328,26.7069,369.328,34.30893,369.328,27.10209,369.329,12.9596
369.488,26.8161,369.488,34.13214,369.488,27.14605,369.488,12.67424
369.647,26.7414,369.647,34.09107,369.647,27.30402,369.648,12.75
369.807,26.8017,369.807,34.24643,369.807,27.17288,369.808,12.64646
369.967,26.8621,369.967,34.27143,369.967,27.19672,369.968,12.73485
370.127,26.7672,370.127,34.3875,370.127,27.09612,370.127,12.69697
370.286,27.046,370.286,34.07679,370.286,27.13413,370.287,12.90404
370.446,26.7328,370.446,34.05893,370.446,27.30328,370.447,12.87879
370.606,26.977,370.606,34.1125,370.606,27.24218,370.607,12.82071
370.766,26.9741,370.766,34.13036,370.766,27.2079,370.766,12.7702
370.925,27.0115,370.925,34.08929,370.925,27.24963,370.926,12.87626
371.085,26.8851,371.085,34.21429,371.085,27.16095,371.086,12.82323
371.245,26.8103,371.245,34.02143,371.245,27.13487,371.245,12.84343
371.405,26.9425,371.405,33.76072,371.405,27.05961,371.405,12.77778
371.564,26.6954,371.564,34.12857,371.564,27.22429,371.565,12.92929
371.724,26.5977,371.724,34.13214,371.724,27.14307,371.725,12.7298
371.884,27.069,371.884,34.06964,371.884,27.11773,371.884,12.84596
372.044,26.9253,372.044,34.19822,372.044,27.22876,372.044,12.78535
372.203,26.7615,372.203,34.14464,372.203,27.29881,372.204,12.84091
372.363,26.8822,372.363,34.15714,372.363,27.18927,372.364,12.67172
372.523,26.9195,372.523,34.1375,372.523,27.26379,372.523,12.5505
372.683,27.158,372.683,33.95179,372.683,27.28018,372.683,12.50505
372.842,26.908,372.842,34.25179,372.842,26.99851,372.843,12.61616
373.002,26.8649,373.002,33.9,373.002,27.193,373.003,12.70455
373.162,26.796,373.162,34.03571,373.162,27.14829,373.162,12.68687
373.322,26.5833,373.322,33.98571,373.322,27.07675,373.322,12.53283
373.481,26.8477,373.481,33.85536,373.481,27.20641,373.482,12.47727
373.641,26.9368,373.641,34.03571,373.641,27.29061,373.642,12.67172
373.801,26.7586,373.801,33.925,373.801,27.18927,373.801,12.74242
373.961,26.7557,373.961,33.81786,373.961,27.11326,373.961,12.7399
374.12,26.7126,374.12,34.04464,374.12,27.24367,374.121,12.68687
374.28,26.9052,374.28,33.96429,374.28,27.13562,374.281,12.74242
374.44,26.6609,374.44,34.06964,374.44,27.10432,374.44,12.82828
374.6,26.8966,374.6,33.94643,374.6,27.14754,374.6,12.81818
374.759,26.8764,374.759,34.16786,374.759,27.16021,374.76,12.59091
374.919,26.7902,374.919,34.28929,374.919,27.19449,374.92,12.65152
375.079,26.8822,375.079,33.95,375.079,27.11475,375.079,12.65404
375.238,26.9023,375.238,34.02679,375.238,27.25037,375.239,12.74242
375.398,26.6092,375.398,34.09107,375.398,27.21684,375.399,12.7197
375.558,26.8075,375.558,34.22679,375.558,27.27347,375.559,12.76768
375.718,26.6897,375.718,33.9625,375.718,27.31446,375.718,12.78283
375.877,26.7471,375.877,34.03036,375.877,27.23249,375.878,12.90657
376.037,26.4971,376.037,34.08036,376.037,27.18927,376.038,12.83081
376.197,26.8075,376.197,34.16964,376.197,27.19225,376.198,12.64141
376.357,26.6983,376.357,33.84464,376.357,27.32489,376.357,12.68939
376.516,26.7902,376.516,33.87321,376.516,27.36513,376.517,12.82071
376.676,26.6868,376.676,34.21429,376.676,27.14531,376.677,12.57828
376.836,26.704,376.836,33.95893,376.836,27.27124,376.837,12.60606
376.996,26.6724,376.996,34.11428,376.996,27.37481,376.996,12.83333
377.155,26.8534,377.155,34.11786,377.155,27.23025,377.156,12.82576
377.315,27.1006,377.315,34.27857,377.315,27.21162,377.316,12.70707
377.475,26.7328,377.475,34.05178,377.475,27.24516,377.476,12.56313
377.635,26.569,377.635,34.07679,377.635,27.3152,377.635,12.75
377.794,26.9167,377.794,33.99286,377.794,27.18405,377.795,12.74242
377.954,26.7069,377.954,34.15893,377.954,27.20268,377.955,12.56566
378.114,26.8879,378.114,34.2,378.114,27.25261,378.115,12.72727
378.274,26.7529,378.274,34.17143,378.274,27.22727,378.274,12.88889
378.433,26.8908,378.433,33.95357,378.433,27.26751,378.434,12.7096
378.593,26.8103,378.593,34.0625,378.593,27.12742,378.594,12.77273
378.753,26.8017,378.753,33.95179,378.753,27.22951,378.753,12.64394
378.913,26.6092,378.913,33.83929,378.913,27.19225,378.913,12.83333
379.072,26.7155,379.072,34.01786,379.072,27.35544,379.073,12.65404
379.232,26.4856,379.232,33.90179,379.232,27.25559,379.233,12.80556
379.392,26.8017,379.392,33.98928,379.392,27.28167,379.392,12.70455
379.552,26.8046,379.552,34.38929,379.552,27.26751,379.552,12.55808
379.711,26.8477,379.711,33.65357,379.711,27.30924,379.712,12.75
379.871,26.7557,379.871,33.91607,379.871,27.28539,379.872,12.71465
380.031,27.0345,380.031,33.98214,380.031,27.24069,380.031,12.68939
380.191,26.8448,380.191,34.14643,380.191,27.14903,380.191,12.62374
380.35,26.8707,380.35,33.88929,380.35,27.23919,380.351,12.69697
380.51,26.9282,380.51,34.27321,380.51,27.2079,380.511,12.68434
380.67,26.7586,380.67,34.02679,380.67,27.19523,380.67,12.4899
380.83,26.8621,380.83,34.50536,380.83,27.14009,380.83,12.78535
380.989,27.0029,380.989,34.475,380.989,27.21759,380.99,12.70707
381.149,26.7155,381.149,34.32322,381.149,27.30775,381.15,12.68939
381.309,26.7328,381.309,34.44822,381.309,27.30104,381.309,12.55556
381.469,26.7126,381.469,34.43929,381.469,27.36364,381.469,12.81818
381.628,27.0345,381.628,34.50893,381.628,27.28465,381.629,12.71465
381.788,26.9885,381.788,34.38036,381.788,27.35917,381.789,12.62121
381.948,26.7471,381.948,34.1875,381.948,27.29359,381.948,12.71465
382.107,26.5144,382.107,34.5125,382.107,27.29136,382.108,12.61616
382.267,26.7845,382.267,34.5125,382.267,27.2541,382.268,12.76515
382.427,26.7874,382.427,34.40893,382.427,27.35768,382.428,12.68434
382.587,26.6494,382.587,34.1625,382.587,27.29136,382.587,12.84848
382.746,26.658,382.746,34.26072,382.746,27.22578,382.747,12.61616
382.906,26.7644,382.906,34.36964,382.906,27.17064,382.907,12.72727
383.066,26.7299,383.066,34.1375,383.066,27.41058,383.067,12.7702
383.226,26.727,383.226,34.10536,383.226,27.26453,383.226,12.56818
383.385,26.9282,383.385,34.2375,383.385,27.25559,383.386,12.74495
383.545,26.8506,383.545,34.225,383.545,27.23174,383.546,12.80556
383.705,26.6236,383.705,34.18036,383.705,27.2459,383.706,12.69697
383.865,26.5287,383.865,34.59643,383.865,27.28763,383.865,12.5303
384.024,26.6667,384.024,34.35536,384.024,27.10879,384.025,12.65909
384.184,26.6839,384.184,34.52321,384.184,27.17064,384.185,12.5303
384.344,26.5316,384.344,34.13393,384.344,27.25261,384.345,12.51263
384.504,26.6897,384.504,34.34643,384.504,27.21162,384.504,12.70707
384.663,26.8678,384.663,34.28214,384.663,27.20641,384.664,12.84343
384.823,26.6437,384.823,34.21071,384.823,27.26453,384.824,12.59343
384.983,26.8707,384.983,34.3875,384.983,27.2921,384.983,12.65152
385.143,26.4397,385.143,34.23214,385.143,27.1617,385.143,12.57071
385.302,26.6437,385.302,34.27321,385.302,27.26975,385.303,12.8005
385.462,26.6638,385.462,34.49643,385.462,27.22057,385.463,12.66414
385.622,26.8161,385.622,34.0125,385.622,27.21759,385.622,12.79293
385.782,26.6868,385.782,34.33571,385.782,27.27273,385.782,12.82576
385.941,26.8851,385.941,34.1625,385.941,27.27571,385.942,12.82071
386.101,26.658,386.101,34.225,386.101,27.25633,386.102,12.73232
386.261,26.7155,386.261,34.26964,386.261,27.25559,386.261,12.89141
386.421,26.8218,386.421,34.35179,386.421,27.22802,386.421,12.66414
386.58,26.7586,386.58,34.15179,386.58,27.28092,386.581,12.83586
386.74,26.6092,386.74,33.94286,386.74,27.29061,386.741,12.95455
386.9,26.8506,386.9,33.99643,386.9,27.17809,386.9,12.59596
387.06,26.431,387.06,34.15357,387.06,27.26379,387.06,12.68182
387.219,26.7213,387.219,34.27143,387.219,27.36662,387.22,12.64899
387.379,26.7471,387.379,34.08393,387.379,27.47392,387.38,12.71717
387.539,26.7184,387.539,34.40893,387.539,27.18852,387.539,12.52273
387.699,26.704,387.699,34.21786,387.699,27.32414,387.699,12.97222
387.858,26.9023,387.858,34.02679,387.858,27.19896,387.859,12.88889
388.018,26.7874,388.018,34.00179,388.018,27.23174,388.019,12.60354
388.178,26.7874,388.178,34.03571,388.178,27.33532,388.178,12.59091
388.337,26.6264,388.337,34.35893,388.337,27.18927,388.338,12.60101
388.497,27.092,388.497,34.21964,388.497,27.30849,388.498,12.8005
388.657,26.6638,388.657,34.27857,388.657,27.27645,388.658,12.60606
388.817,26.3649,388.817,34.13036,388.817,27.48659,388.817,12.68182
388.976,26.6609,388.976,34.09643,388.976,27.24292,388.977,12.7803
389.136,26.4282,389.136,34.12321,389.136,27.23771,389.137,12.85606
389.296,26.6897,389.296,34.3125,389.296,27.45156,389.297,12.76515
389.456,26.6609,389.456,34.35179,389.456,27.24069,389.456,12.54798
389.615,26.8592,389.615,34.21607,389.615,27.40611,389.616,12.7197
389.775,26.8534,389.775,34.32679,389.775,27.26006,389.776,12.77273
389.935,26.7759,389.935,34.27857,389.935,27.41803,389.936,12.6995
390.095,26.7931,390.095,34.2,390.095,27.26677,390.095,12.77778
390.254,26.9684,390.254,34.22857,390.254,27.43517,390.255,12.79545
390.414,26.6724,390.414,34.26429,390.414,27.30775,390.415,12.73485
390.574,26.9885,390.574,34.09286,390.574,27.28838,390.575,12.78788
390.734,26.6925,390.734,33.91964,390.734,27.09762,390.734,12.79545
390.893,26.727,390.893,34.22679,390.893,27.39344,390.894,12.8005
391.053,26.7931,391.053,34.04821,391.053,27.29583,391.054,12.75505
391.213,26.6494,391.213,34.15357,391.213,27.42176,391.214,12.7298
391.373,26.7443,391.373,34,391.373,27.29732,391.373,12.7601
391.532,26.4943,391.532,34.14286,391.532,27.23547,391.533,12.70202
391.692,26.8218,391.692,34.15,391.692,27.23323,391.693,12.65152
391.852,26.8477,391.852,34.06429,391.852,27.26453,391.853,12.67677
392.012,26.8764,392.012,33.91964,392.012,27.23174,392.012,12.7601
392.171,26.8879,392.171,33.85179,392.171,27.34724,392.172,12.69697
392.331,26.8218,392.331,33.96071,392.331,27.33383,392.332,12.69444
392.491,26.9167,392.491,34.29286,392.491,27.26453,392.491,12.65657
392.651,26.6868,392.651,34.01607,392.651,27.38227,392.651,12.62626
392.81,26.6925,392.81,34.10536,392.81,27.26751,392.811,12.84596
392.97,26.6034,392.97,34.25536,392.97,27.23472,392.971,12.75758
393.13,27.1293,393.13,34.3125,393.13,27.36736,393.13,12.7702
393.29,26.6322,393.29,34.30714,393.29,27.20194,393.29,12.88889
393.449,26.9684,393.449,34.04286,393.449,27.38078,393.45,12.57576
393.609,26.592,393.609,34.89286,393.609,27.22206,393.61,12.76263
393.769,26.9483,393.769,35.34464,393.769,27.23025,393.769,12.58586
393.929,27.0431,393.929,35.6125,393.929,27.31669,393.929,12.63636
394.088,26.6322,394.088,35.91071,394.088,27.21013,394.089,12.71717
394.248,26.5776,394.248,35.48928,394.248,27.30328,394.249,12.72727
394.408,26.6868,394.408,35.61964,394.408,27.24888,394.408,12.73485
394.568,26.9828,394.568,35.63393,394.568,27.24143,394.568,12.57071
394.727,26.9799,394.727,35.21071,394.727,27.22131,394.728,12.6995
394.887,26.7356,394.887,35.38393,394.887,27.26751,394.888,12.65404
395.047,26.9483,395.047,35.03393,395.047,27.33085,395.047,12.81061
395.206,26.8075,395.206,35.15893,395.206,27.19523,395.207,12.60354
395.366,26.8506,395.366,34.96786,395.366,27.28316,395.367,12.76263
395.526,26.842,395.526,35.35,395.526,27.25559,395.527,12.80303
395.686,26.9828,395.686,35.07857,395.686,27.45455,395.686,12.66667
395.845,26.6092,395.845,35.28929,395.845,27.3152,395.846,12.86616
396.005,26.8563,396.005,35.06071,396.005,27.28688,396.006,12.58333
396.165,26.8736,396.165,35.38036,396.165,27.24963,396.166,12.7904
396.325,26.9023,396.325,35.14107,396.325,27.32116,396.325,12.68434
396.484,26.7759,396.484,35.20357,396.484,27.231,396.485,12.68939
396.644,26.8448,396.644,35.21429,396.644,27.1997,396.645,12.83081
396.804,26.6609,396.804,35.41071,396.804,27.22727,396.805,12.93687
396.964,26.8937,396.964,34.75893,396.964,27.27869,396.964,12.69192
397.123,26.7816,397.123,34.64107,397.123,27.07899,397.124,12.67677
397.283,26.954,397.283,34.75536,397.283,27.30551,397.284,12.7399
397.443,26.9626,397.443,34.58036,397.443,27.38972,397.444,12.68687
397.603,26.6638,397.603,35.06786,397.603,27.34575,397.603,12.7298
397.762,27.0144,397.762,34.63929,397.762,27.09762,397.763,12.70707
397.922,26.773,397.922,34.78036,397.922,27.35544,397.923,12.68182
398.082,26.7328,398.082,34.90179,398.082,27.27943,398.083,12.81566
398.242,26.7701,398.242,35.24643,398.242,27.33681,398.242,12.74495
398.401,26.7471,398.401,34.9625,398.401,27.23249,398.402,12.64646
398.561,26.6695,398.561,34.80357,398.561,27.41207,398.562,12.6995
398.721,26.8305,398.721,34.99107,398.721,27.25931,398.721,12.9899
398.881,26.7529,398.881,34.73036,398.881,27.30328,398.881,12.81313
399.04,26.8391,399.04,34.83929,399.04,27.40835,399.041,12.68939
399.2,26.7299,399.2,34.76607,399.2,27.45082,399.201,12.66414
399.36,26.9224,399.36,34.9125,399.36,27.38525,399.36,12.88889
399.52,26.7385,399.52,35.20893,399.52,27.21386,399.52,12.79798
399.679,26.8333,399.679,35.075,399.679,27.36885,399.68,12.80303
399.839,26.8707,399.839,34.86607,399.839,27.4389,399.84,12.48737
399.999,26.8362,399.999,34.70179,399.999,27.39568,399.999,12.65909
400.159,26.7759,400.159,35.00714,400.159,27.1617,400.159,12.66414
400.318,26.9713,400.318,35.12857,400.318,27.3994,400.319,12.5404
400.478,26.8707,400.478,34.78929,400.478,27.35768,400.479,12.68939
400.638,26.9397,400.638,34.62143,400.638,27.2921,400.638,12.70707
400.798,26.6724,400.798,34.73214,400.798,27.38227,400.798,12.74242
400.957,26.8506,400.957,34.57679,400.957,27.1997,400.958,12.75
401.117,26.9138,401.117,34.74107,401.117,27.18554,401.118,12.7803
401.277,26.75,401.277,34.57143,401.277,27.33607,401.277,12.71212
401.437,26.6667,401.437,34.36071,401.437,27.25559,401.437,12.59848
401.596,26.7672,401.596,34.65357,401.596,27.16319,401.597,12.57323
401.756,27.0546,401.756,34.84107,401.756,27.33756,401.757,12.72727
401.916,26.7155,401.916,35.0875,401.916,27.28688,401.916,12.83838
402.075,26.8103,402.075,34.77321,402.075,27.26677,402.076,12.68687
402.235,26.7184,402.235,34.55357,402.235,27.29806,402.236,12.68687
402.395,27.0948,402.395,34.41786,402.395,27.34948,402.396,12.67424
402.555,26.6494,402.555,34.40714,402.555,27.36364,402.555,12.81313
402.714,26.8448,402.714,34.62143,402.714,27.36215,402.715,12.61616
402.874,26.658,402.874,34.75357,402.874,27.4307,402.875,12.64394
403.034,26.8305,403.034,34.5875,403.034,27.33234,403.035,12.70707
403.194,26.7644,403.194,34.44107,403.194,27.27422,403.194,12.85101
403.353,27.1121,403.353,34.67678,403.353,27.31148,403.354,12.80556
403.513,26.4684,403.513,34.72679,403.513,27.41282,403.514,12.84343
403.673,26.8592,403.673,35.08929,403.673,27.4389,403.674,12.65909
403.833,26.5,403.833,34.675,403.833,27.51118,403.833,12.66919
403.992,26.7328,403.992,34.93929,403.992,27.55663,403.993,12.69192
404.152,26.6379,404.152,34.57857,404.152,27.41729,404.153,12.66667
404.312,26.842,404.312,34.98393,404.312,27.26751,404.313,12.7197
404.472,26.3966,404.472,34.66071,404.472,27.35544,404.472,12.84091
404.631,26.7241,404.631,34.74643,404.631,27.3614,404.632,12.62879
404.791,26.75,404.791,34.92678,404.791,27.45231,404.792,12.89141
404.951,26.7098,404.951,34.49107,404.951,27.48137,404.952,12.83333
405.111,26.6897,405.111,34.40536,405.111,27.47094,405.111,12.70707
405.27,26.8075,405.27,34.50536,405.27,27.34575,405.271,12.86111
405.43,26.658,405.43,34.68393,405.43,27.57228,405.431,12.5202
405.59,26.9167,405.59,34.8125,405.59,27.27124,405.59,12.83586
405.75,26.8879,405.75,34.90179,405.75,27.19747,405.75,12.55808
405.909,26.842,405.909,34.42857,405.909,27.47243,405.91,12.40404
406.069,26.8362,406.069,34.6,406.069,27.41207,406.07,12.82323
406.229,26.6724,406.229,34.27679,406.229,27.26453,406.229,12.71465
406.389,26.6724,406.389,34.4125,406.389,27.42623,406.389,12.7399
406.548,26.3276,406.548,35.05714,406.548,27.41207,406.549,12.89394
406.708,27.1034,406.708,34.65,406.708,27.34426,406.709,12.91667
406.868,26.5747,406.868,34.8,406.868,27.38152,406.868,12.68434
407.028,26.8161,407.028,34.48393,407.028,27.35171,407.028,12.75
407.187,26.6523,407.187,34.825,407.187,27.42101,407.188,12.95707
407.347,26.8851,407.347,34.61786,407.347,27.35246,407.348,12.77778
407.507,26.7356,407.507,34.40357,407.507,27.33458,407.507,12.83081
407.667,26.5575,407.667,34.56964,407.667,27.40536,407.667,12.65404
407.826,26.6839,407.826,34.89107,407.826,27.21609,407.827,12.72727
407.986,26.6264,407.986,34.61964,407.986,27.30328,407.987,12.51515
408.146,26.9195,408.146,34.69464,408.146,27.35768,408.146,12.6995
408.306,26.7672,408.306,34.84107,408.306,27.3234,408.306,12.89646
408.465,26.796,408.465,34.66607,408.465,27.26975,408.466,12.7904
408.625,26.7069,408.625,34.70536,408.625,27.25335,408.626,12.62374
408.785,26.8563,408.785,34.74821,408.785,27.43443,408.785,12.52273
408.944,26.7443,408.944,34.69643,408.944,27.32116,408.945,12.52525
409.104,27.0115,409.104,34.78929,409.104,27.3927,409.105,12.82576
409.264,26.9569,409.264,34.56607,409.264,27.42027,409.265,12.7601
409.424,26.7184,409.424,34.78214,409.424,27.55887,409.424,12.71465
409.583,26.9425,409.583,34.70179,409.583,27.54918,409.584,12.7702
409.743,26.6868,409.743,34.8875,409.743,27.47988,409.744,12.85859
409.903,26.9598,409.903,34.78214,409.903,27.38599,409.904,12.64141
410.063,26.8247,410.063,34.6875,410.063,27.27869,410.063,12.79545
410.222,26.7557,410.222,34.6875,410.222,27.3465,410.223,12.86111
410.382,26.7155,410.382,34.33036,410.382,27.48361,410.383,12.77525
410.542,26.9425,410.542,34.48036,410.542,27.36662,410.543,12.7197
410.702,26.9195,410.702,34.50893,410.702,27.45604,410.702,12.83333
410.861,26.7328,410.861,34.55,410.861,27.34799,410.862,12.73485
411.021,26.6753,411.021,34.36071,411.021,27.43666,411.022,12.61869
411.181,26.3046,411.181,34.44107,411.181,27.42995,411.182,12.51768
411.341,26.5057,411.341,34.4875,411.341,27.56259,411.341,12.7298
411.5,26.7902,411.5,34.47321,411.5,27.28688,411.501,12.82828
411.66,26.6379,411.66,34.34643,411.66,27.37332,411.661,12.85101
411.82,26.8851,411.82,34.36071,411.82,27.42623,411.821,12.81566
411.98,27.0431,411.98,34.64643,411.98,27.32563,411.98,12.51768
412.139,26.6149,412.139,34.625,412.139,27.36364,412.14,12.81818
412.299,27.1552,412.299,34.68929,412.299,27.33159,412.3,12.85354
412.459,26.5489,412.459,34.63929,412.459,27.36811,412.46,12.57071
412.619,26.8621,412.619,34.66607,412.619,27.34054,412.619,12.90909
412.778,26.681,412.778,34.52321,412.778,27.48584,412.779,12.70202
412.938,26.9626,412.938,34.82857,412.938,27.36364,412.939,12.88384
413.098,26.9052,413.098,34.36964,413.098,27.4076,413.098,12.88889
413.258,27.0661,413.258,34.8,413.258,27.36289,413.258,12.75758
413.417,26.908,413.417,34.69643,413.417,27.47466,413.418,12.79798
413.577,26.7902,413.577,34.63929,413.577,27.42772,413.578,12.77525
413.737,26.5805,413.737,34.79464,413.737,27.37332,413.737,13.05303
413.897,26.8247,413.897,34.42857,413.897,27.43294,413.897,12.67677
414.056,26.7356,414.056,34.95893,414.056,27.42698,414.057,12.69697
414.216,26.6925,414.216,35.03393,414.216,27.33681,414.217,12.89141
414.376,26.7069,414.376,35.42678,414.376,27.39568,414.376,12.64141
414.536,26.9339,414.536,35.8,414.536,27.44784,414.536,12.79293
414.695,26.9425,414.695,36.19464,414.695,27.46349,414.696,12.69444
414.855,26.8793,414.855,36.16786,414.855,27.3614,414.856,12.64646
415.015,26.8333,415.015,36.03393,415.015,27.36065,415.015,12.87374
415.174,26.6494,415.174,36.14464,415.174,27.40611,415.175,12.76263
415.334,26.727,415.334,35.78214,415.334,27.28316,415.335,12.82323
415.494,26.5805,415.494,35.69286,415.494,27.31967,415.495,12.86616
415.654,26.8678,415.654,35.62679,415.654,27.39493,415.654,12.87121
415.813,26.8793,415.813,35.4,415.813,27.21684,415.814,12.74747
