X,Y,X,Y,X,Y,X,Y
1123.327,10832.21,1123.328,10530.41,1123.328,14022.734,,
1124.273,10845.023,1124.273,10563.007,1124.273,14125.178,,
1125.218,10773.249,1125.219,10688.737,1125.219,14182.073,,
1126.164,10808.823,1126.164,10545.975,1126.164,14261.035,,
1127.109,10939.158,1127.11,10551.644,1127.11,13960.54,,
1128.055,10888.369,1128.055,10520.682,1128.055,14257.666,,
1129,10823.085,1129.001,10429.292,1129.001,14009.439,,
1129.946,10895.58,1129.946,10596.862,1129.946,14202.562,,
1130.892,10850.012,1130.892,10338.731,1130.892,14030.391,,
1131.837,10918.59,1131.838,10543.881,1131.838,14021.574,,
1132.783,10785.261,1132.783,10439.499,1132.783,14000.158,,
1133.728,10866.103,1133.729,10692.979,1133.729,14059.862,,
1134.674,10869.718,1134.674,10553.633,1134.674,14071.346,,
1135.62,10834.899,1135.62,10286.409,1135.62,14054.686,,
1136.565,10799.447,1136.565,10494.562,1136.565,13944.395,,
1137.511,10861.6,1137.511,10376.796,1137.511,13985.166,,
1138.456,10787.208,1138.457,10525.26,1138.457,14083.88,,
1139.402,10790.622,1139.402,10606.199,1139.402,13951.258,,
1140.347,10771.421,1140.348,10420.844,1140.348,13897.026,,
1141.293,10832.694,1141.293,10534.144,1141.293,13914.522,,
1142.238,10734.784,1142.239,10490.871,1142.239,14049.131,,
1143.184,10764.312,1143.184,10350.352,1143.184,13954.404,,
1144.13,10842.01,1144.13,10332.854,1144.13,13790.556,,
1145.075,10869.652,1145.075,10469.695,1145.075,13882.219,,
1146.021,10770.042,1146.021,10417.276,1146.021,13839.899,,
1146.966,10849.211,1146.967,10295.985,1146.967,13901.714,,
1147.912,10698.614,1147.912,10338.447,1147.912,13877.455,,
1148.857,10633.023,1148.858,10499.807,1148.858,13808.043,,
1149.803,10729.289,1149.803,10349.871,1149.803,13816.546,,
1150.748,10757.307,1150.749,10475.926,1150.749,14041.935,,
1151.694,10688.123,1151.694,10388.716,1151.694,13602.377,,
1152.64,10830.083,1152.64,10407.974,1152.64,13835.534,,
1153.585,10751.413,1153.585,10267.912,1153.585,13854.665,,
1154.531,10685.076,1154.531,10508.479,1154.531,13921.173,,
1155.476,10788.442,1155.477,10335.32,1155.477,14082.563,,
1156.422,10735.356,1156.422,10424.977,1156.422,14343.988,,
1157.367,10762.854,1157.368,10322.513,1157.368,14642.668,,
1158.313,10810.649,1158.313,10404.555,1158.313,14847.664,,
1159.259,10635.127,1159.259,10116.173,1159.259,14968.567,,
1160.204,10637.731,1160.204,10470.27,1160.204,14898.562,,
1161.15,10753.606,1161.15,10418.237,1161.15,15072.457,,
1162.095,10672.97,1162.096,10111.39,1162.096,15039.917,,
1163.041,10626.173,1163.041,10408.854,1163.041,15057.979,,
1163.986,10691.591,1163.987,10321.988,1163.987,15072.281,,
1164.932,10674.272,1164.932,10359.211,1164.932,14987.249,,
1165.877,10754.716,1165.878,10358.374,1165.878,15098.327,,
1166.823,10693.617,1166.823,10224.427,1166.823,15001.736,,
1167.769,10615.023,1167.769,10271.796,1167.769,14967.97,,
1168.714,10688.728,1168.714,10364.895,1168.714,15078.839,,
1169.66,10676.797,1169.66,10197.099,1169.66,14920.309,,
1170.605,10555.209,1170.606,10339.411,1170.606,15091.952,,
1171.551,10679.824,1171.551,10379.051,1171.551,15151.542,,
1172.496,10676.928,1172.497,10402.286,1172.497,15123.735,,
1173.442,10618.44,1173.442,10197.055,1173.442,15114.809,,
1174.387,10704.876,1174.388,10409.938,1174.388,14945.32,,
1175.333,10704.05,1175.333,10422.195,1175.333,14975.262,,
1176.279,10661.4,1176.279,10259.07,1176.279,15034.747,,
1177.224,10688.589,1177.224,10278.204,1177.224,15071.006,,
1178.17,10585.724,1178.17,10289.096,1178.17,15211.06,,
1179.115,10705.2,1179.116,10297.878,1179.116,15064.697,,
1180.061,10582.136,1180.061,10305.382,1180.061,14743.473,,
1181.006,10574.445,1181.007,10288.137,1181.007,14992.706,,
1181.952,10659.214,1181.952,10489.959,1181.952,14913.799,,
1182.898,10572.659,1182.898,10374.824,1182.898,14901.674,,
1183.843,10650.543,1183.844,10272.167,1183.844,14815.942,,
1184.789,10665.656,1184.789,10524.593,1184.789,14969.331,,
1185.734,10601.994,1185.735,10281.32,1185.735,14973.078,,
1186.68,10600.425,1186.68,10374.687,1186.68,15055.069,,
1187.625,10592.158,1187.626,10448.379,1187.626,15026.011,,
1188.571,10638.75,1188.571,10187.395,1188.571,14850.428,,
1189.516,10579.995,1189.517,10255.586,1189.517,14873.167,,
1190.462,10615.57,1190.462,10157.75,1190.462,15059.733,,
1191.408,10478.754,1191.408,10368.028,1191.408,14867.864,,
1192.353,10635.011,1192.354,10237.169,1192.354,14919.967,,
1193.299,10620.008,1193.299,10170.507,1193.299,14921.987,,
1194.244,10644.494,1194.245,10339.592,1194.245,14907.882,,
1195.19,10616.784,1195.19,10331.814,1195.19,14888.849,,
1196.135,10667.087,1196.136,10530.983,1196.136,14984.502,,
1197.081,10647.221,1197.081,10003.974,1197.081,14976.43,,
1198.026,10499.292,1198.027,10325.749,1198.027,14753.476,,
1198.972,10602.215,1198.972,10487.953,1198.972,14817.556,,
1199.918,10734.921,1199.918,10228.879,1199.918,14941.341,,
1200.863,10566.123,1200.864,10229.747,1200.864,14896.521,,
1201.809,10550.279,1201.809,10278.608,1201.809,14804.7,,
1202.754,10442.71,1202.755,10258.335,1202.755,15018.112,,
1203.7,10643.521,1203.7,10167.015,1203.7,14742.541,,
1204.646,10580.642,1204.646,10386.089,1204.646,14759.23,,
1205.591,10510.229,1205.591,10154.913,1205.591,14881.03,,
1206.537,10611.66,1206.537,10229.859,1206.537,14803.895,,
1207.482,10570.231,1207.483,10275,1207.483,14847.374,,
1208.428,10508.229,1208.428,10119.641,1208.428,14832.15,,
1209.373,10508.161,1209.374,10295.767,1209.374,14725.09,,
1210.319,10555.83,1210.319,9979.18,1210.319,14837.612,,
1211.264,10562.75,1211.265,10177.926,1211.265,14776.657,,
1212.21,10546.199,1212.21,10191.558,1212.21,14607.497,,
1213.156,10475.847,1213.156,10140.488,1213.156,14664.897,,
1214.101,10582.49,1214.101,10313.515,1214.101,14644.751,,
1215.047,10669.676,1215.047,10167.281,1215.047,14697.734,,
1215.992,10535.519,1215.993,10033.529,1215.993,14807.753,,
1216.938,10576.055,1216.938,10240.861,1216.938,14641.021,,
1217.883,10483.794,1217.884,10202.613,1217.884,14835.606,,
1218.829,10428.994,1218.829,10151.222,1218.829,14628.062,,
1219.774,10543.085,1219.775,10156.936,1219.775,14572.671,,
1220.72,10440.19,1220.72,10280.198,1220.72,14649.953,,
1221.666,10507.776,1221.666,10121.177,1221.666,14489.519,,
1222.611,10512.371,1222.612,10023.812,1222.612,14665.065,,
1223.557,10502.561,1223.557,10039.876,1223.557,14593.239,,
1224.502,10540.237,1224.503,10134.727,1224.503,14682.485,,
1225.448,10427.851,1225.448,10115.108,1225.448,14624.021,,
1226.393,10514.487,1226.394,10284.184,1226.394,14670.911,,
1227.339,10496.876,1227.339,10206.79,1227.339,14577.971,,
1228.285,10550.851,1228.285,10207.541,1228.285,14551.646,,
1229.23,10491.555,1229.23,10103.541,1229.23,14649.896,,
1230.176,10524.085,1230.176,10145.484,1230.176,14548.339,,
1231.121,10494.684,1231.122,10025.92,1231.122,14558.015,,
1232.067,10440.109,1232.067,9996.606,1232.067,14296.141,,
1233.012,10450.864,1233.013,10183.066,1233.013,14515.273,,
1233.958,10483.773,1233.958,9969.958,1233.958,14429.404,,
1234.903,10461.409,1234.904,10182.932,1234.904,14638.063,,
1235.849,10506.988,1235.849,10264.26,1235.849,14602.633,,
1236.795,10489.589,1236.795,9981.265,1236.795,14382.272,,
1237.74,10394.254,1237.74,10281.618,1237.74,14506.035,,
1238.686,10498.101,1238.686,10183.44,1238.686,14478.352,,
1239.631,10439.132,1239.632,10219.336,1239.632,14582.129,,
1240.577,10381.562,1240.577,10101.523,1240.577,14298.756,,
1241.522,10418.051,1241.523,10136.79,1241.523,14384.405,,
1242.468,10453.886,1242.468,10249.748,1242.468,14356.919,,
1243.413,10456.241,1243.414,10183.636,1243.414,14193.681,,
1244.359,10390.408,1244.359,10135.906,1244.359,14382.294,,
1245.305,10380.719,1245.305,10158.642,1245.305,14450.065,,
1246.25,10377.81,1246.251,10029.164,1246.251,14445.564,,
1247.196,10520.952,1247.196,10086.848,1247.196,14397.479,,
1248.141,10340.149,1248.142,10215.906,1248.142,14311.628,,
1249.087,10378.021,1249.087,10033.612,1249.087,14276.325,,
1250.032,10418.879,1250.033,10099.423,1250.033,14350.541,,
1250.978,10404.129,1250.978,10078.297,1250.978,14376.453,,
1251.924,10455.223,1251.924,10066.534,1251.924,14354.639,,
1252.869,10417.597,1252.87,10016.829,1252.87,14379.789,,
1253.815,10444.463,1253.815,10343.688,1253.815,14419.581,,
1254.76,10476.844,1254.761,10153.961,1254.761,14444.289,,
1255.706,10393.132,1255.706,9922.939,1255.706,14262.314,,
1256.651,10441.876,1256.652,10075.368,1256.652,14359.374,,
1257.597,10321.788,1257.597,10016.735,1257.597,14179.886,,
1258.542,10437.228,1258.543,9957.298,1258.543,14177.305,,
1259.488,10428.683,1259.488,10097.84,1259.488,14127.72,,
1260.434,10460.769,1260.434,10023.061,1260.434,14147.688,,
1261.379,10415.263,1261.38,10038.941,1261.38,14277.195,,
1262.325,10420.929,1262.325,9891.203,1262.325,14260.83,,
1263.27,10302.748,1263.271,9968.175,1263.271,14178.096,,
1264.216,10291.419,1264.216,10059.789,1264.216,14201.673,,
1265.161,10299.815,1265.162,10140.684,1265.162,14212.304,,
1266.107,10333.312,1266.107,10040.229,1266.107,14222.533,,
1267.052,10452.885,1267.053,10165.018,1267.053,14181.669,,
1267.998,10278.896,1267.999,10094.536,1267.999,14115.838,,
1268.944,10255.794,1268.944,9901.111,1268.944,13945.273,,
1269.889,10394.244,1269.89,10012.053,1269.89,14155.354,,
1270.835,10330.346,1270.835,10109.765,1270.835,14071.994,,
1271.78,10398.486,1271.781,9908.203,1271.781,14073.556,,
1272.726,10401.892,1272.726,10097.095,1272.726,13839.512,,
1273.672,10232.289,1273.672,9849.246,1273.672,14000.413,,
1274.617,10265.765,1274.617,9955.552,1274.617,14139.117,,
1275.563,10367.734,1275.563,10018.285,1275.563,13989.432,,
1276.508,10298.271,1276.509,10003.556,1276.509,14030.04,,
1277.454,10343.389,1277.454,10139.322,1277.454,14018.111,,
1278.399,10284.345,1278.4,10084.56,1278.4,14082.646,,
1279.345,10347.146,1279.345,10145.442,1279.345,13902.611,,
1280.29,10306.995,1280.291,10200.216,1280.291,13927.288,,
1281.236,10294.431,1281.236,10234.955,1281.236,14055.339,,
1282.182,10221.478,1282.182,10245.379,1282.182,14032.542,,
1283.127,10301.217,1283.127,10409.82,1283.127,14082.168,,
1284.073,10225.021,1284.073,10484.428,1284.073,13774.826,,
1285.018,10264.937,1285.019,10495.255,1285.019,13970.679,,
1285.964,10245.723,1285.964,10517.91,1285.964,14090.12,,
1286.909,10236.884,1286.91,10619.519,1286.91,13957.009,,
1287.855,10296.439,1287.855,10629.395,1287.855,13887.19,,
1288.8,10333.203,1288.801,10602.742,1288.801,13883.29,,
1289.746,10250.028,1289.746,10697.129,1289.746,13927.37,,
1290.692,10171.17,1290.692,10537.001,1290.692,13900.378,,
1291.637,10215.093,1291.638,10516.924,1291.638,13792.1,,
1292.583,10321.892,1292.583,10580.113,1292.583,13853.351,,
1293.528,10224.515,1293.529,10345.35,1293.529,13859.582,,
1294.474,10270.271,1294.474,10577.396,1294.474,13938.449,,
1295.419,10145.551,1295.42,10738.681,1295.42,13787.458,,
1296.365,10163.312,1296.365,10543.221,1296.365,13863.73,,
1297.311,10233.414,1297.311,10695.253,1297.311,13779.378,,
1298.256,10244.853,1298.256,10699.309,1298.256,13800.755,,
1299.202,10267.149,1299.202,10487.432,1299.202,13787.653,,
1300.147,10222.719,1300.148,10474.392,1300.148,13928.156,,
1301.093,10241.507,1301.093,10661.539,1301.093,13830.938,,
1302.038,10262.438,1302.039,10624.469,1302.039,13795.744,,
1302.984,10247.626,1302.984,10586.208,1302.984,13846.013,,
1303.929,10180.011,1303.93,10624.617,1303.93,13803.461,,
1304.875,10234.457,1304.875,10649.636,1304.875,13699.438,,
1305.821,10210.504,1305.821,10554.678,1305.821,13760.491,,
1306.766,10150.21,1306.766,10390.036,1306.766,13636.843,,
1307.712,10279.289,1307.712,10554.718,1307.712,13704.843,,
1308.657,10265.632,1308.658,10634.719,1308.658,13720.884,,
1309.603,10293.093,1309.603,10473.183,1309.603,13843.919,,
1310.548,10254.682,1310.549,10549.691,1310.549,13755.327,,
1311.494,10157.649,1311.494,10602.427,1311.494,13648.305,,
1312.439,10078.768,1312.44,10375.618,1312.44,13762.083,,
1313.385,10141.892,1313.385,10510.598,1313.385,13633.77,,
1314.331,10091.795,1314.331,10529.708,1314.331,13623.767,,
1315.276,10165.166,1315.277,10676.727,1315.277,13805.466,,
1316.222,10161.432,1316.222,10461.046,1316.222,13710.229,,
1317.167,10276.134,1317.168,10416.526,1317.168,13659.183,,
1318.113,10207.342,1318.113,10554.35,1318.113,13681.95,,
1319.058,10115.508,1319.059,10442.029,1319.059,13664.362,,
1320.004,10044.426,1320.004,10500.927,1320.004,13486.541,,
1320.95,10080.206,1320.95,10401.505,1320.95,13867.396,,
1321.895,10208.297,1321.896,10384.752,1321.896,13681.669,,
1322.841,10217.97,1322.841,11193.073,1322.841,13621.8,,
1323.786,10093.838,1323.787,10378.375,1323.787,13520.44,,
1324.732,10113.086,1324.732,10624.697,1324.732,13646.054,,
1325.677,10108.584,1325.678,10634.232,1325.678,13694.083,,
1326.623,10060.895,1326.623,10483.632,1326.623,13566.673,,
1327.568,10171.607,1327.569,10427.57,1327.569,13412.156,,
1328.514,10121.231,1328.514,10543.822,1328.514,13667.592,,
1329.46,10170.036,1329.46,10498.69,1329.46,13600.125,,
1330.405,10051.557,1330.406,10409.679,1330.406,13527.736,,
1331.351,10066.085,1331.351,10501.125,1331.351,13610.282,,
1332.296,10119.727,1332.297,10489.713,1332.297,13510.69,,
1333.242,10012.884,1333.242,10380.944,1333.242,13456.279,,
1334.187,10082.035,1334.188,10298.599,1334.188,13560.474,,
1335.133,10162.396,1335.133,10375.528,1335.133,13494.151,,
1336.078,10007.589,1336.079,10324.34,1336.079,13550.618,,
1337.024,10161.392,1337.025,10310.962,1337.025,13480.29,,
1337.97,10118.856,1337.97,10353.773,1337.97,13533.255,,
1338.915,10138.781,1338.916,10442.613,1338.916,13507.555,,
1339.861,10068.978,1339.861,10415.268,1339.861,13397.574,,
1340.806,10016.26,1340.807,10394.865,1340.807,13570.117,,
1341.752,10244.115,1341.752,10481.327,1341.752,13575.738,,
1342.698,10145.443,1342.698,10325.03,1342.698,13469.865,,
1343.643,9987.811,1343.643,10511.193,1343.643,13546.249,,
1344.589,10072.072,1344.589,10410.96,1344.589,13483.623,,
1345.534,10016.217,1345.535,10395.834,1345.535,13598.945,,
1346.48,10139.413,1346.48,10236.416,1346.48,13345.128,,
1347.425,10114.826,1347.426,10214.5,1347.426,13338.829,,
1348.371,9979.685,1348.371,10360.686,1348.371,13514.85,,
1349.316,10050.073,1349.317,10450.865,1349.317,13277.138,,
1350.262,10067.668,1350.262,10476.194,1350.262,13379.982,,
1351.208,10142.509,1351.208,10460.49,1351.208,13471.296,,
1352.153,10125.64,1352.153,10348.551,1352.153,13401.211,,
1353.099,10021.472,1353.099,10500.197,1353.099,13397.271,,
1354.044,10072.691,1354.045,10405.961,1354.045,13466.145,,
1354.99,10052.07,1354.99,10249.01,1354.99,13489.539,,
1355.935,9969.769,1355.936,10285.902,1355.936,13345.783,,
1356.881,10012.231,1356.881,10197.155,1356.881,13428.357,,
1357.826,10019.299,1357.827,10307.279,1357.827,13501.979,,
1358.772,10032.135,1358.772,10364.435,1358.772,13261.154,,
1359.718,10056.497,1359.718,10203.122,1359.718,13294.108,,
1360.663,10093,1360.664,10231.188,1360.664,13083.968,,
1361.609,10100.438,1361.609,10374.12,1361.609,13133.725,,
1362.554,10085.888,1362.555,10285.741,1362.555,13039.292,,
1363.5,10243.729,1363.5,10353.973,1363.5,13357.161,,
1364.445,10006.023,1364.446,10400.861,1364.446,13211.686,,
1365.391,10042.855,1365.391,10309.638,1365.391,13263.066,,
1366.337,10036.44,1366.337,10451.147,1366.337,13329.68,,
1367.282,10054.699,1367.282,10191.464,1367.282,13255.481,,
1368.228,10077.788,1368.228,10469.634,1368.228,13201.813,,
1369.173,10123.903,1369.174,10343.677,1369.174,13348.851,,
1370.119,9988.513,1370.119,10454.18,1370.119,13261.429,,
1371.064,10020.685,1371.065,10387.139,1371.065,13207.961,,
1372.01,10029.103,1372.01,10406.85,1372.01,13119.827,,
1372.955,10062.87,1372.956,10305.441,1372.956,13339.278,,
1373.901,10012.749,1373.901,10328.691,1373.901,13086.273,,
1374.847,10064.187,1374.847,10342.438,1374.847,13123.999,,
1375.792,10036.828,1375.793,10232.588,1375.793,13168.675,,
1376.738,10104.162,1376.738,10302.659,1376.738,13217.078,,
1377.683,10077.541,1377.684,10258.382,1377.684,13108.34,,
1378.629,10010.964,1378.629,10186.536,1378.629,12989.299,,
1379.574,10084.677,1379.575,10260.043,1379.575,13283.695,,
1380.52,10020.466,1380.52,10230.833,1380.52,13010.866,,
1381.465,10005.162,1381.466,10338.012,1381.466,13058.979,,
1382.411,9981.266,1382.411,10211.943,1382.411,13087.729,,
1383.357,10053.758,1383.357,10343.15,1383.357,13087.675,,
1384.302,9968.887,1384.303,10413.103,1384.303,13128.382,,
1385.248,10069.946,1385.248,10296.935,1385.248,13070.402,,
1386.193,10046.456,1386.194,10320.005,1386.194,13092.479,,
1387.139,10020.252,1387.139,10310.905,1387.139,13201.015,,
1388.084,10088.16,1388.085,10178.977,1388.085,13166.062,,
1389.03,10018.443,1389.03,10255.526,1389.03,13126.77,,
1389.976,10076.137,1389.976,10181.797,1389.976,12951.475,,
1390.921,9962.778,1390.922,10389.941,1390.922,13080.808,,
1391.867,10019.216,1391.867,10274.701,1391.867,13058.985,,
1392.812,9984.075,1392.813,10275.127,1392.813,13004.921,,
1393.758,10006.189,1393.758,10282.979,1393.758,12995.543,,
1394.703,10022.932,1394.704,10154.362,1394.704,13030.969,,
1395.649,10039.062,1395.649,10185.677,1395.649,12942.756,,
1396.594,9907.196,1396.595,10298.674,1396.595,12975.631,,
1397.54,9992.583,1397.541,10159.42,1397.541,12938.735,,
1398.486,9968.965,1398.486,10208.575,1398.486,12985.525,,
1399.431,9983.006,1399.432,10284.634,1399.432,13015.255,,
1400.377,10018.03,1400.377,10304.857,1400.377,12982.117,,
1401.322,10011.212,1401.323,10300.458,1401.323,13026.315,,
1402.268,9920.98,1402.268,10135.715,1402.268,12962.01,,
1403.213,10013,1403.214,10132.367,1403.214,13022.371,,
1404.159,9945.311,1404.159,10117.008,1404.159,13009.034,,
1405.104,10048.347,1405.105,10330.178,1405.105,13008.278,,
1406.05,9983.627,1406.051,10243.6,1406.051,12873.331,,
1406.996,9928.135,1406.996,10139.941,1406.996,12754.202,,
1407.941,9894.844,1407.942,10086.545,1407.942,13019.062,,
1408.887,9959.377,1408.887,10224.199,1408.887,12844.6,,
1409.832,10051.109,1409.833,10166.599,1409.833,12909.478,,
1410.778,9871.396,1410.778,10161.602,1410.778,12967.937,,
1411.724,9952.848,1411.724,10259.077,1411.724,12866.468,,
1412.669,10035.069,1412.669,10101.271,1412.669,12938.128,,
1413.615,9987.754,1413.615,10152.289,1413.615,12895.035,,
1414.56,10049.021,1414.561,10175.038,1414.561,12732.121,,
1415.506,9966.393,1415.506,10431.479,1415.506,12978.509,,
1416.451,9993.521,1416.452,10219.067,1416.452,12819.041,,
1417.397,10007.683,1417.397,10164.979,1417.397,12797.006,,
1418.342,9917.102,1418.343,10329.346,1418.343,12815.26,,
1419.288,9946.996,1419.288,10238.676,1419.288,12838.773,,
1420.234,10024.968,1420.234,10214.045,1420.234,12812.68,,
1421.179,9995.074,1421.18,10264.331,1421.18,12800.304,,
1422.125,10015.341,1422.125,10280.544,1422.125,12844.223,,
1423.07,9919.578,1423.071,10170.786,1423.071,12942.806,,
1424.016,9972.942,1424.016,10145.273,1424.016,12807.344,,
1424.961,9924.67,1424.962,10413.341,1424.962,12855.405,,
1425.907,9962.458,1425.907,10147.074,1425.907,12962.762,,
1426.852,9933.245,1426.853,10031.247,1426.853,12745.079,,
1427.798,9961.924,1427.798,10234.09,1427.798,12913.301,,
1428.744,9888.47,1428.744,10291.222,1428.744,12711.98,,
1429.689,10003.841,1429.69,10282.391,1429.69,12734.495,,
1430.635,9901.788,1430.635,10156.072,1430.635,12831.464,,
1431.58,9959.246,1431.581,10265.673,1431.581,12837.36,,
1432.526,9897.598,1432.526,10348.762,1432.526,12796.288,,
1433.471,9957.316,1433.472,10224.234,1433.472,12407.286,,
1434.417,10003.39,1434.417,10117.813,1434.417,12454.612,,
1435.363,9917.287,1435.363,10149.688,1435.363,12779.359,,
1436.308,9918.325,1436.308,10128.406,1436.308,12553.984,,
1437.254,9849.538,1437.254,10240.026,1437.254,12917.527,,
1438.199,9985.504,1438.2,10184.391,1438.2,13458.204,,
1439.145,10019.733,1439.145,10175.763,1439.145,13643.48,,
1440.09,9994.437,1440.091,10126.014,1440.091,13848.535,,
1441.036,9990.409,1441.036,10379.767,1441.036,14032.752,,
1441.981,9942.129,1441.982,10302.815,1441.982,14095.156,,
1442.927,9918.872,1442.927,10060.089,1442.927,14118.938,,
1443.873,9835.439,1443.873,10098.95,1443.873,14283.323,,
1444.818,9905.909,1444.819,10210.842,1444.819,14080.376,,
1445.764,9960.351,1445.764,10083.876,1445.764,14172.242,,
1446.709,9906.021,1446.71,10102.123,1446.71,14253.008,,
1447.655,9951.474,1447.655,10282.68,1447.655,14248.184,,
1448.6,10009.564,1448.601,10403.246,1448.601,14244.6,,
1449.546,9982.898,1449.546,10029.899,1449.546,14145.363,,
1450.491,9953.476,1450.492,9981.499,1450.492,14212.335,,
1451.437,10037.634,1451.438,10141.461,1451.438,14330.82,,
1452.383,9887.021,1452.383,10081.006,1452.383,14278.169,,
1453.328,9956.345,1453.329,10144.559,1453.329,14253.006,,
1454.274,9944.503,1454.274,10209.795,1454.274,14203.055,,
1455.219,9922.336,1455.22,10084.058,1455.22,14097.006,,
1456.165,9899.149,1456.165,10041.684,1456.165,14268.232,,
1457.11,9934.492,1457.111,10201.213,1457.111,14302.905,,
1458.056,9913.537,1458.056,10293.438,1458.056,14276.956,,
1459.002,9892.249,1459.002,10176.505,1459.002,14226.64,,
1459.947,9984.824,1459.948,10034.061,1459.948,14056.923,,
1460.893,9946.361,1460.893,10040.395,1460.893,14295.782,,
1461.838,9803.28,1461.839,10255.424,1461.839,14390.295,,
1462.784,9952.766,1462.784,10099.552,1462.784,14224.312,,
1463.729,9976.403,1463.73,9904.766,1463.73,14199.204,,
1464.675,9928.341,1464.675,10077.451,1464.675,14244.455,,
1465.62,9870.497,1465.621,10127.245,1465.621,14158.435,,
1466.566,9936.298,1466.567,10021.33,1466.567,14156.418,,
1467.512,9839.305,1467.512,10015.475,1467.512,14321.561,,
1468.457,9772.826,1468.458,10017.86,1468.458,14278.816,,
1469.403,9893.802,1469.403,10155.367,1469.403,14251.968,,
1470.348,9788.386,1470.349,10017.969,1470.349,14338.73,,
1471.294,9955.003,1471.294,10075.887,1471.294,14018.234,,
1472.239,9829.767,1472.24,10133.734,1472.24,14132.913,,
1473.185,9917.734,1473.185,10131.288,1473.185,14136.722,,
1474.13,9796.176,1474.131,10043.106,1474.131,14189.354,,
1475.076,9967.538,1475.077,10154.18,1475.077,14321.877,,
1476.022,10011.264,1476.022,9992.246,1476.022,14212.248,,
1476.967,9796.896,1476.968,10002.104,1476.968,14187.765,,
1477.913,9897.525,1477.913,10142.034,1477.913,14330.729,,
1478.858,9811.469,1478.859,10175.812,1478.859,14190.706,,
1479.804,9809.516,1479.804,9933.209,1479.804,14139.105,,
1480.749,9807.44,1480.75,10071.287,1480.75,14008.043,,
1481.695,9930.288,1481.695,9857.255,1481.695,14105.646,,
1482.641,9826.92,1482.641,10008.255,1482.641,14147.785,,
1483.586,9853.653,1483.587,10003.047,1483.587,14102.558,,
1484.532,9896.876,1484.532,9951.949,1484.532,14047.909,,
1485.477,9970.705,1485.478,9962.492,1485.478,14148.194,,
1486.423,9931.678,1486.423,9978.176,1486.423,13998.613,,
1487.368,9793.465,1487.369,10046.372,1487.369,13920.489,,
1488.314,9889.548,1488.314,10044.373,1488.314,13976.25,,
1489.26,9742.283,1489.26,9941.453,1489.26,14066.917,,
1490.205,9699.302,1490.206,9925.755,1490.206,13984.567,,
1491.151,9825.456,1491.151,9914.904,1491.151,14133.946,,
1492.096,9772.521,1492.097,10000.038,1492.097,14124.758,,
1493.042,9881.933,1493.042,10032.246,1493.042,14015.948,,
1493.987,9719.625,1493.988,9982.275,1493.988,14069.595,,
1494.933,9850.084,1494.933,9915.189,1494.933,14082.834,,
1495.878,9749.683,1495.879,9820.751,1495.879,14082.566,,
1496.824,9800.663,1496.824,10039.064,1496.824,13933.778,,
1497.77,9730.402,1497.77,9988.203,1497.77,14102.245,,
1498.715,9802.523,1498.716,9910.792,1498.716,14007.622,,
1499.661,9813.422,1499.661,10108.884,1499.661,13964.119,,
1500.606,9761.884,1500.607,10050.883,1500.607,13868.896,,
1501.552,9897.707,1501.552,9916.188,1501.552,13857.159,,
1502.497,9744.844,1502.498,9871.816,1502.498,13997.618,,
1503.443,9785.799,1503.443,9889.312,1503.443,14017.569,,
1504.388,9826.142,1504.389,9958.828,1504.389,13938.724,,
1505.334,9710.979,1505.334,9975.417,1505.334,13940.101,,
1506.28,9801.595,1506.28,9867.715,1506.28,13879.524,,
1507.225,9779.751,1507.226,9848.982,1507.226,14010.887,,
1508.171,9716.241,1508.171,9951.073,1508.171,13930.319,,
1509.116,9737.133,1509.117,9829.101,1509.117,13912.915,,
1510.062,9773.142,1510.062,9860.253,1510.062,13853.89,,
1511.007,9711.851,1511.008,9895.141,1511.008,13876.215,,
1511.953,9735.472,1511.953,9934.559,1511.953,13847.053,,
1512.899,9718.575,1512.899,9884.764,1512.899,13927.152,,
1513.844,9705.825,1513.845,10014.669,1513.845,13751.628,,
1514.79,9755.127,1514.79,9989.927,1514.79,13841.275,,
1515.735,9719.944,1515.736,10020.313,1515.736,13819.349,,
1516.681,9700.927,1516.681,9831.378,1516.681,13804.594,,
1517.626,9753.735,1517.627,10020.918,1517.627,13898.562,,
1518.572,9720.596,1518.572,9802.201,1518.572,13778.31,,
1519.517,9792.563,1519.518,10008.683,1519.518,13904.337,,
1520.463,9780.314,1520.464,9890.965,1520.464,13867.3,,
1521.409,9705.928,1521.409,9932.997,1521.409,13820.303,,
1522.354,9748.217,1522.355,9740.715,1522.355,13782.289,,
1523.3,9671.66,1523.3,9838.39,1523.3,13675.062,,
1524.245,9720.836,1524.246,9857.125,1524.246,13788.729,,
1525.191,9690.673,1525.191,9845.072,1525.191,13822.357,,
1526.136,9871.623,1526.137,9946.861,1526.137,13735.128,,
1527.082,9718.544,1527.082,10074.315,1527.082,13629.078,,
1528.027,9756.83,1528.028,9812.8,1528.028,13891.653,,
1528.973,9733.789,1528.974,9978.232,1528.974,13672.36,,
1529.919,9690.873,1529.919,9909.624,1529.919,13819.989,,
1530.864,9688.68,1530.865,9719.604,1530.865,13792.044,,
1531.81,9758.311,1531.81,9640.295,1531.81,13786.621,,
1532.755,9775.354,1532.756,9905.259,1532.756,13587.218,,
1533.701,9692.667,1533.701,9809.653,1533.701,13767.214,,
1534.646,9621.37,1534.647,9889.102,1534.647,13761.987,,
1535.592,9794.894,1535.593,9933.189,1535.593,13576.023,,
