X,Y,X,Y,X,Y,X,Y,X,Y
584.357,12160.826,584.357,8197.299,584.357,5557.837,584.357,4968.422,584.357,5206.379
585.303,12352.034,585.303,8353.132,585.303,5545.591,585.303,4947.742,585.303,5165.97
586.248,12179.688,586.248,7944.506,586.248,5547.841,586.248,4988.009,586.248,5211.858
587.194,12266.413,587.194,8020.451,587.194,5560.843,587.194,4958.651,587.194,5133.28
588.139,12068.592,588.139,8185.319,588.139,5536.659,588.139,4938.251,588.139,5119.527
589.085,11990.791,589.085,8026.926,589.085,5555.916,589.085,4923.756,589.085,5138.458
590.03,12129.706,590.03,7957.555,590.03,5558.922,590.03,4997.899,590.03,5138.055
590.976,12140.535,590.976,7985.037,590.976,5580.142,590.976,4919.135,590.976,5151.445
591.922,12201.661,591.922,8029.401,591.922,5528.114,591.922,4996.124,591.922,5132.32
592.867,12196.443,592.867,7869.07,592.867,5536.38,592.867,4947.466,592.867,5131.74
593.813,12056.59,593.813,7841.907,593.813,5557.869,593.813,4978.203,593.813,5104.68
594.758,12183.567,594.758,8060.856,594.758,5566.659,594.758,4958.543,594.758,5100.009
595.704,12138.924,595.704,8005.647,595.704,5528.543,595.704,4942.418,595.704,5114.523
596.649,11951.419,596.649,8001.271,596.649,5535.248,596.649,4925.88,596.649,5087.484
597.595,12308.679,597.595,7823.147,597.595,5525.037,597.595,4942.986,597.595,5097.362
598.54,12237.027,598.54,7960.981,598.54,5547.81,598.54,5028.553,598.54,5041.676
599.486,12174.71,599.486,7803.116,599.486,5527.099,599.486,4983.858,599.486,5104.122
600.432,12069.4,600.432,7951.18,600.432,5538.939,600.432,4973.228,600.432,5078.671
601.377,12084.022,601.377,7855.171,601.377,5512.845,601.377,4992.947,601.377,5065.261
602.323,11983.349,602.323,7721.634,602.323,5538.651,602.323,4962.297,602.323,5058.028
603.268,11980.169,603.268,7808.567,603.268,5569.199,603.268,4900.954,603.268,5027.65
604.214,12030.593,604.214,7649.019,604.214,5548.629,604.214,4940.692,604.214,5035.872
605.159,12062.896,605.159,7598.517,605.159,5561.561,605.159,5029.243,605.159,5005.638
606.105,12031.898,606.105,7875.051,606.105,5524.061,606.105,4939.157,606.105,5034.326
607.051,12295.38,607.051,7410.293,607.051,5518.992,607.051,4937.53,607.051,5026.836
607.996,12183.945,607.996,7689.545,607.996,5549.464,607.996,5043.87,607.996,5052.789
608.942,12081.822,608.942,7814.784,608.942,5560.352,608.942,4901.097,608.942,5026.101
609.887,12189.39,609.887,7711.457,609.887,5514.3,609.887,4986.915,609.887,5059.329
610.833,11914.882,610.833,7677.644,610.833,5522.554,610.833,4910.555,610.833,5031.771
611.778,12049.645,611.778,7619.003,611.778,5529.081,611.778,4962.341,611.778,5034.562
612.724,12208.983,612.724,7748.177,612.724,5513.972,612.724,4890.468,612.724,5028.332
613.669,12126.989,613.669,7745.49,613.669,5522.704,613.669,4946.046,613.669,5008.286
614.615,12099.076,614.615,7640.401,614.615,5529.975,614.615,4976.584,614.615,5024.006
615.561,12066.417,615.561,7524.657,615.561,5514.627,615.561,4883.533,615.561,5003.65
616.506,11919.661,616.506,7458.823,616.506,5532.085,616.506,4943.833,616.506,4997.973
617.452,12205.293,617.452,7668.206,617.452,5503.502,617.452,4898.448,617.452,5012.972
618.397,12194.237,618.397,7467.857,618.397,5530.881,618.397,5005.734,618.397,5021.03
619.343,12142.188,619.343,7423.105,619.343,5520.098,619.343,4929.688,619.343,5021.159
620.288,12000.566,620.288,7565.428,620.288,5523.801,620.288,4980.89,620.288,5000.433
621.234,12305.138,621.234,7414.49,621.234,5523.267,621.234,4866.309,621.234,5021.001
622.18,12217.611,622.18,7569.331,622.18,5508.469,622.18,4912.661,622.18,4967.111
623.125,11966.124,623.125,7444.735,623.125,5525.318,623.125,4962.145,623.125,4961.481
624.071,12216.288,624.071,7372.491,624.071,5535.752,624.071,4916.685,624.071,4981.352
625.016,12120.074,625.016,7491.224,625.016,5518.91,625.016,4929.498,625.016,4959.148
625.962,12266.938,625.962,7487.752,625.962,5535.473,625.962,4940.846,625.962,4965.026
626.907,12676.485,626.907,7430.996,626.907,5525.302,626.907,4888.571,626.907,4944.536
627.853,13414.889,627.853,7463.493,627.853,5479.212,627.853,4945.218,627.853,4924.699
628.798,14284.74,628.798,7781.213,628.798,5521.729,628.798,4970.924,628.798,4969.397
629.744,15685.735,629.744,8452.643,629.744,5534.968,629.744,4985.356,629.744,4962.536
630.69,16658.625,630.69,9670.053,630.69,5516.518,630.69,4891.281,630.69,4936.937
631.635,17209.848,631.635,12906.932,631.635,5503.008,631.635,4948.157,631.635,4985.661
632.581,18318.41,632.581,14800.003,632.581,5522.015,632.581,4925.958,632.581,4932.928
633.526,18998.65,633.526,15166.09,633.526,5503.877,633.526,4904.79,633.526,4899.702
634.472,20333.959,634.472,14844.227,634.472,5474.936,634.472,4983.351,634.472,4928.198
635.417,20788.121,635.417,14648.432,635.417,5540.387,635.417,5029.208,635.417,4926.473
636.363,20543.383,636.363,14412.021,636.363,5520.294,636.363,4975.037,636.363,4918.822
637.309,20276.033,637.309,14334.231,637.309,5536.253,637.309,4944.101,637.309,4918.988
638.254,20195.033,638.254,14101.723,638.254,5536.965,638.254,4903.479,638.254,4938.187
639.2,20000.934,639.2,14017.271,639.2,5523.019,639.2,4965.214,639.2,4949.236
640.145,20011.545,640.145,13687.027,640.145,5504.742,640.145,4914.934,640.145,4929.775
641.091,19547.059,641.091,13274.958,641.091,5541.688,641.091,4955.569,641.091,4903.243
642.036,19530.861,642.036,13499.712,642.036,5522.537,642.036,4896.878,642.036,4901.042
642.982,19253.445,642.982,13128.205,642.982,5528.195,642.982,4918.658,642.982,4906.612
643.927,19077.211,643.927,12762.111,643.927,5527.412,643.927,4949.348,643.927,4930.324
644.873,19164.057,644.873,12950.129,644.873,5508.254,644.873,4926.933,644.873,4922.764
645.819,18809.385,645.819,12812.058,645.819,5520.358,645.819,5023.4,645.819,4876.351
646.764,18927.562,646.764,12646.384,646.764,5506.501,646.764,4982.104,646.764,4897.64
647.71,18814.838,647.71,12490.563,647.71,5507.692,647.71,4867.359,647.71,4894.289
648.655,18653.979,648.655,12476.655,648.655,5502.684,648.655,4957.266,648.655,4897.38
649.601,18446.467,649.601,12153.168,649.601,5537.854,649.601,4942.142,649.601,4912.442
650.546,18230.762,650.546,12389.183,650.546,5558.179,650.546,4970.266,650.546,4945.267
651.492,18245.635,651.492,12156.188,651.492,5514.009,651.492,4939.322,651.492,4871.461
652.438,18065.221,652.438,11815.432,652.438,5520.018,652.438,4909.819,652.438,4850.704
653.383,18150.625,653.383,11800.017,653.383,5540.817,653.383,4902.033,653.383,4883.844
654.329,17929.562,654.329,11645.759,654.329,5530.126,654.329,4975.576,654.329,4877.169
655.274,17709.998,655.274,11524.597,655.274,5487.815,655.274,4952.909,655.274,4887.182
656.22,17956.328,656.22,11539.472,656.22,5530.238,656.22,4951.464,656.22,4910.114
657.165,17767.371,657.165,11234.099,657.165,5514.822,657.165,4899.737,657.165,4856.64
658.111,17688.908,658.111,11356.424,658.111,5502.716,658.111,5003.303,658.111,4873.736
659.056,17470.113,659.056,11092.436,659.056,5514.12,659.056,4957.262,659.056,4863.511
660.002,17276.914,660.002,10984.762,660.002,5530.271,660.002,4925.712,660.002,4849.042
660.948,17240.227,660.948,11042.666,660.948,5521.251,660.948,4969.783,660.948,4864.048
661.893,17323.061,661.893,10907.298,661.893,5532.047,661.893,4912.331,661.893,4855.672
662.839,17203.385,662.839,10926.369,662.839,5532.728,662.839,4963.629,662.839,4894.213
663.784,17204.242,663.784,10807.82,663.784,5540.945,663.784,4963.583,663.784,4873.958
664.73,17307.182,664.73,10581.298,664.73,5520.364,664.73,4922.061,664.73,4852.738
665.675,17055.797,665.675,10620.244,665.675,5506.561,665.675,4951.696,665.675,4838.992
666.621,16727.441,666.621,10574.175,666.621,5492.157,666.621,4951.856,666.621,4885.514
667.566,16861.982,667.566,10497.96,667.566,5519.211,667.566,4853.575,667.566,4872.417
668.512,16707.641,668.512,10362.731,668.512,5511.728,668.512,4944.95,668.512,4845.199
669.458,16780.744,669.458,10306.147,669.458,5512.305,669.458,4940.456,669.458,4860.272
670.403,16736.967,670.403,10297.595,670.403,5513.845,670.403,4930.264,670.403,4841.489
671.349,16768.588,671.349,10400.299,671.349,5504.765,671.349,4935.205,671.349,4851.993
672.294,16466.5,672.294,10040.748,672.294,5532.6,672.294,4906.948,672.294,4876.079
673.24,16454.881,673.24,10114.62,673.24,5522.982,673.24,4987.111,673.24,4856.5
674.185,16484.799,674.185,9886.73,674.185,5484.157,674.185,4943.3,674.185,4866.252
675.131,16490.221,675.131,9663.772,675.131,5531.044,675.131,4842.23,675.131,4848.055
676.077,16365.842,676.077,10132.777,676.077,5517.318,676.077,4934.925,676.077,4850.31
677.022,16258.752,677.022,9732.198,677.022,5549.486,677.022,4902.253,677.022,4819.035
677.968,16280.84,677.968,9396.91,677.968,5529.46,677.968,4916.919,677.968,4817.6
678.913,16119.865,678.913,9487.128,678.913,5545.569,678.913,4891.61,678.913,4862.142
679.859,16068.853,679.859,9613.329,679.859,5526.151,679.859,4917.104,679.859,4896.896
680.804,16004.55,680.804,9334.067,680.804,5598.766,680.804,4926.798,680.804,4854.758
681.75,16034.529,681.75,9643.286,681.75,5570.831,681.75,4918.055,681.75,4876.792
682.695,16055.586,682.695,9264.468,682.695,5586.001,682.695,4963.93,682.695,4840.171
683.641,15638.049,683.641,9387.309,683.641,5579.172,683.641,4852.137,683.641,4833.594
684.587,16005.333,684.587,9343.122,684.587,5565.021,684.587,4974.57,684.587,4837.609
685.532,15822.104,685.532,9370.925,685.532,5579.375,685.532,4844.49,685.532,4875.086
686.478,15718.284,686.478,9293.039,686.478,5577.745,686.478,4929.315,686.478,4847.976
687.423,15625.304,687.423,9237.203,687.423,5543.514,687.423,4914.182,687.423,4845.668
688.369,15552.463,688.369,8967.021,688.369,5567.972,688.369,4955.892,688.369,4856.726
689.314,15606.639,689.314,9119.761,689.314,5567.777,689.314,4974.291,689.314,4877.572
690.26,15537.711,690.26,9102.082,690.26,5591.325,690.26,4932.2,690.26,4861.315
691.206,15565.224,691.206,8919.058,691.206,5549.13,691.206,4833.072,691.206,4847.659
692.151,15341.96,692.151,8941.776,692.151,5565.4,692.151,4909.381,692.151,4839.012
693.097,15171.015,693.097,9105.433,693.097,5572.618,693.097,4873.271,693.097,4842.534
694.042,15285.003,694.042,9029.511,694.042,5547.874,694.042,4905.14,694.042,4843.467
694.988,15203.559,694.988,8724.145,694.988,5582.007,694.988,5002.918,694.988,4853.644
695.933,15263.244,695.933,8863.932,695.933,5606.712,695.933,4865.641,695.933,4829.149
696.879,15261.91,696.879,8704.253,696.879,5694.197,696.879,4930.513,696.879,4871.599
697.824,15080.446,697.824,8622.317,697.824,5848.533,697.824,4865.888,697.824,4841.277
698.77,15127.705,698.77,8616.015,698.77,5863.826,698.77,4941.31,698.77,4839.393
699.716,15173.632,699.716,8691.897,699.716,5837.497,699.716,4897.586,699.716,4851.807
700.661,15059.569,700.661,8497.271,700.661,5820.226,700.661,4855.409,700.661,4817.863
701.607,14967.078,701.607,8726.081,701.607,5778.783,701.607,4972.475,701.607,4843.033
702.552,14967.197,702.552,8570.422,702.552,5770.684,702.552,4921.591,702.552,4807.364
703.498,14813.896,703.498,8175.851,703.498,5793.057,703.498,4952.281,703.498,4823.082
704.443,14859.486,704.443,8462.396,704.443,5775.965,704.443,4969.933,704.443,4845.508
705.389,14885.28,705.389,8419.796,705.389,5793.151,705.389,4929.062,705.389,4831.965
706.335,14817.284,706.335,8375.538,706.335,5761.045,706.335,4986.289,706.335,4828.975
707.28,14389.088,707.28,8471.803,707.28,5788.124,707.28,4854.576,707.28,4819.409
708.226,14531.327,708.226,8298.91,708.226,5773.295,708.226,4908.681,708.226,4830.568
709.171,14732.086,709.171,8234.081,709.171,5747.107,709.171,4929.708,709.171,4842.215
710.117,14404.404,710.117,8335.695,710.117,5750.43,710.117,4965.61,710.117,4835.938
711.062,14447.317,711.062,8255.016,711.062,5749.198,711.062,4838.611,711.062,4826.926
712.008,14532.727,712.008,8184.268,712.008,5708.813,712.008,4916.023,712.008,4844.958
712.953,14338.379,712.953,8170.202,712.953,5742.713,712.953,4976.765,712.953,4846.457
713.899,14574.145,713.899,8205.256,713.899,5693.136,713.899,4915.225,713.899,4815.817
714.845,14424.064,714.845,8196.193,714.845,5677.423,714.845,4945.113,714.845,4802.789
715.79,14320.424,715.79,8162.635,715.79,5696.904,715.79,5006.959,715.79,4841.941
716.736,14145.844,716.736,8140.279,716.736,5722.645,716.736,5222.34,716.736,4874.79
717.681,14343.127,717.681,8068.784,717.681,5688.041,717.681,5278.496,717.681,4871.57
718.627,14390.274,718.627,8258.541,718.627,5677.564,718.627,5646.585,718.627,4861.97
719.572,14240.061,719.572,8071.126,719.572,5675.618,719.572,6145.78,719.572,4884.444
720.518,14296.641,720.518,8193.521,720.518,5684.629,720.518,6940.805,720.518,4877.383
721.464,14217.343,721.464,7782.885,721.464,5645.217,721.464,6967.292,721.464,4854.299
722.409,14196.456,722.409,8020.554,722.409,5664.494,722.409,7009.062,722.409,4866.338
723.355,14053.19,723.355,7870.782,723.355,5657.661,723.355,6860.634,723.355,4873.193
724.3,14045.508,724.3,8134.188,724.3,5662.714,724.3,6878.297,724.3,4838.488
725.246,13860.646,725.246,8208.843,725.246,5647.658,725.246,6749.919,725.246,4820.764
726.191,13951.554,726.191,7959.2,726.191,5658.615,726.191,6691.786,726.191,4869.317
727.137,13932.367,727.137,7941.986,727.137,5641.447,727.137,6702.135,727.137,4823.143
728.082,13820.504,728.082,7848.992,728.082,5667.727,728.082,6641.803,728.082,4833.004
729.028,13871.279,729.028,7923.665,729.028,5639.06,729.028,6633.377,729.028,4837.311
729.974,14056.864,729.974,7812.356,729.974,5661.218,729.974,6643.459,729.974,4837.093
730.919,13775.508,730.919,7661.284,730.919,5630.163,730.919,6472.312,730.919,4831.316
731.865,13868.574,731.865,7878.667,731.865,5637.01,731.865,6413.888,731.865,4831.39
732.81,13990.132,732.81,7805.627,732.81,5639.641,732.81,6495.744,732.81,4861.776
733.756,14050.063,733.756,7768.144,733.756,5608.487,733.756,6509.476,733.756,4824.946
734.701,13728.643,734.701,7652.727,734.701,5618.904,734.701,6468.053,734.701,4832.603
735.647,13737.1,735.647,7759.82,735.647,5628.938,735.647,6359.188,735.647,4826.642
736.592,13867.017,736.592,7790.16,736.592,5597.653,736.592,6365.276,736.592,4790.489
737.538,13869.057,737.538,7699.021,737.538,5615.517,737.538,6312.77,737.538,4819.057
738.484,13744.408,738.484,7540.562,738.484,5596.732,738.484,6299.392,738.484,4858.715
739.429,13735.991,739.429,7632.432,739.429,5592.882,739.429,6170.7,739.429,4819.761
740.375,13692.952,740.375,7661.983,740.375,5608.704,740.375,6227.415,740.375,4812.713
741.32,13544.728,741.32,7608.428,741.32,5588.915,741.32,6204.823,741.32,4791.946
742.266,13749.072,742.266,7734.514,742.266,5594.041,742.266,6068.824,742.266,4832.624
743.211,13494.702,743.211,7468.003,743.211,5621.995,743.211,6085.91,743.211,4828.178
744.157,13546.974,744.157,7490.085,744.157,5600.361,744.157,6112.989,744.157,4811.422
745.103,13428.751,745.103,7542.784,745.103,5550.765,745.103,6042.063,745.103,4817.924
746.048,13316.487,746.048,7519.007,746.048,5604.276,746.048,6085.856,746.048,4845.584
746.994,13379.536,746.994,7522.101,746.994,5569.74,746.994,5919.809,746.994,4805.889
747.939,13492.089,747.939,7589.971,747.939,5566.115,747.939,5890.646,747.939,4843.008
748.885,13420.993,748.885,7594.711,748.885,5564.678,748.885,5957.477,748.885,4830.71
749.83,13348.657,749.83,7600.965,749.83,5568.497,749.83,5925.627,749.83,4807.637
750.776,13387.082,750.776,7339.369,750.776,5578.88,750.776,5842.493,750.776,4786.917
751.721,13395.529,751.721,7591.587,751.721,5569.252,751.721,5858.791,751.721,4862.03
752.667,13360.88,752.667,7367.381,752.667,5576.806,752.667,5883.891,752.667,4779.03
753.613,13383.13,753.613,7513.901,753.613,5566.709,753.613,5788.492,753.613,4808.658
754.558,13273.211,754.558,7600.419,754.558,5587.034,754.558,5821.331,754.558,4822.97
755.504,13347.784,755.504,7459.128,755.504,5542.056,755.504,5770.664,755.504,4838.112
756.449,13388.464,756.449,7464.116,756.449,5559.885,756.449,5757.081,756.449,4802.633
757.395,13369.707,757.395,7363.7,757.395,5593.473,757.395,5770.121,757.395,4846.716
758.34,13263.584,758.34,7482.717,758.34,5555.379,758.34,5712.626,758.34,4834.325
759.286,13239.784,759.286,7375.933,759.286,5507.186,759.286,5590.181,759.286,4814.64
760.232,13202.54,760.232,7342.509,760.232,5567.406,760.232,5658.15,760.232,4842.999
761.177,13183.053,761.177,7384.585,761.177,5542.952,761.177,5696.227,761.177,4819.318
762.123,13346.919,762.123,7512.845,762.123,5577.439,762.123,5669.448,762.123,4832.265
763.068,13351.929,763.068,7288.099,763.068,5554.885,763.068,5649.519,763.068,4792.059
764.014,13590.074,764.014,7345.94,764.014,5548.367,764.014,5675.158,764.014,4840.866
764.959,13965.926,764.959,7342.133,764.959,5565.708,764.959,5616.98,764.959,4800.347
765.905,14004.305,765.905,7212.286,765.905,5552.763,765.905,5525.771,765.905,4830.376
766.85,13871.083,766.85,7326.219,766.85,5555.134,766.85,5576.938,766.85,4807.613
767.796,13960.542,767.796,7244.35,767.796,5566.369,767.796,5506.314,767.796,4820.45
768.742,13910.076,768.742,7283.564,768.742,5527.237,768.742,5485.574,768.742,4841.15
769.687,13775.775,769.687,7356.898,769.687,5535.198,769.687,5508.285,769.687,4831.197
770.633,13863.021,770.633,7256.792,770.633,5509.15,770.633,5447.151,770.633,4826.63
771.578,13764.245,771.578,7377.536,771.578,5545.32,771.578,5521.581,771.578,4811.361
772.524,13712.104,772.524,7107.728,772.524,5539.299,772.524,5393.604,772.524,4834.417
773.469,13761.562,773.469,7271.792,773.469,5535.367,773.469,5473.93,773.469,4846.323
774.415,13693.744,774.415,7091.438,774.415,5555.28,774.415,5356.147,774.415,4776.843
775.36,13569.673,775.36,7193.858,775.36,5541.422,775.36,5390.58,775.36,4825.363
776.306,13505.722,776.306,7319.229,776.306,5539.742,776.306,5431.359,776.306,4842.529
777.252,13568.178,777.252,7405.151,777.252,5570.899,777.252,5431.108,777.252,4825.22
778.197,13669.837,778.197,8067.339,778.197,5535.769,778.197,5401.192,778.197,4817.191
779.143,13585.981,779.143,9712.454,779.143,5515,779.143,5370.861,779.143,4841.783
780.088,13513.863,780.088,12606.19,780.088,5519.528,780.088,5359.194,780.088,4843.395
781.034,13532.691,781.034,15858.779,781.034,5532.145,781.034,5397.862,781.034,4889.339
781.979,13461.122,781.979,16396.477,781.979,5509.384,781.979,5361.109,781.979,4857.562
782.925,13446.711,782.925,16239.533,782.925,5535.855,782.925,5367.137,782.925,4856.121
783.871,13270.363,783.871,16151.816,783.871,5531.166,783.871,5346.049,783.871,4884.82
784.816,13251.141,784.816,15516.267,784.816,5525.128,784.816,5301.976,784.816,4863.947
785.762,13227.857,785.762,15368.736,785.762,5542.141,785.762,5307.124,785.762,4871.264
786.707,13483.066,786.707,15141.508,786.707,5559.811,786.707,5319.067,786.707,4878.92
787.653,13245.348,787.653,14995.833,787.653,5511.817,787.653,5228.48,787.653,4874.837
788.598,13231.81,788.598,14699.926,788.598,5509.944,788.598,5216.547,788.598,4867.219
789.544,13293.961,789.544,14416.768,789.544,5539.663,789.544,5294.837,789.544,4875.809
790.49,13241.149,790.49,14507.875,790.49,5548.689,790.49,5227.935,790.49,4869.946
791.435,13183.11,791.435,14303.839,791.435,5529.231,791.435,5215.681,791.435,4855.322
792.381,13163.378,792.381,14079.894,792.381,5527.219,792.381,5163.906,792.381,4859.872
793.326,13127.627,793.326,13920.937,793.326,5524.912,793.326,5204.452,793.326,4866.74
794.272,13021.022,794.272,13542.825,794.272,5522.594,794.272,5184.359,794.272,4823.212
795.217,13118.99,795.217,13422.868,795.217,5518.281,795.217,5247.173,795.217,4888.68
796.163,12790.602,796.163,13461.388,796.163,5539.349,796.163,5235.792,796.163,4870.359
797.108,13291.092,797.108,13202.288,797.108,5504.265,797.108,5162.381,797.108,4873.467
798.054,13161.868,798.054,13025.202,798.054,5520.051,798.054,5191.708,798.054,4852.729
799,13108.814,799,12749.058,799,5495.482,799,5119.317,799,4842
799.945,13104.039,799.945,12845.198,799.945,5517.482,799.945,5149.306,799.945,4878.286
800.891,13010.443,800.891,12426.651,800.891,5521.438,800.891,5123.281,800.891,4876.496
801.836,12955.099,801.836,12537.554,801.836,5505.14,801.836,5184.439,801.836,4861.206
802.782,13037.301,802.782,12408.931,802.782,5525.678,802.782,5129.957,802.782,4848.25
803.727,13104.232,803.727,12358.037,803.727,5505.884,803.727,5156.83,803.727,4888.188
804.673,13088.09,804.673,12023.021,804.673,5485.025,804.673,5167.432,804.673,4856.381
805.618,12893.799,805.618,12218.777,805.618,5528.98,805.618,5102.444,805.618,4858.642
806.564,13095.55,806.564,11984.685,806.564,5515.623,806.564,5163.129,806.564,4818.128
807.51,13022.36,807.51,11921.903,807.51,5465.012,807.51,5127.46,807.51,4848.879
808.455,12901.959,808.455,11738.501,808.455,5518.385,808.455,5150.393,808.455,4828.478
809.401,12818.743,809.401,11427.479,809.401,5490.012,809.401,5128.773,809.401,4856.258
810.346,12965.345,810.346,11552.634,810.346,5496.518,810.346,5109.386,810.346,4863.637
811.292,12854.189,811.292,11383.057,811.292,5499.75,811.292,5051.971,811.292,4847.572
812.237,12897.186,812.237,11236.077,812.237,5501.763,812.237,5062.883,812.237,4842.662
813.183,12883.283,813.183,11237.11,813.183,5506.782,813.183,4988.925,813.183,4836.381
814.129,12854.23,814.129,11133.008,814.129,5518.227,814.129,5072.774,814.129,4803.551
815.074,12791.316,815.074,11157.161,815.074,5503.05,815.074,5103.587,815.074,4885.521
816.02,12907.754,816.02,10898.989,816.02,5536.408,816.02,5056.647,816.02,4835.88
816.965,12859.207,816.965,10762.564,816.965,5469.585,816.965,4973.955,816.965,4840.363
817.911,13067.22,817.911,10741.744,817.911,5501.104,817.911,5066.217,817.911,4843.476
818.856,12943.697,818.856,10622.747,818.856,5504.657,818.856,5091.236,818.856,4858.76
819.802,12913.571,819.802,10412.906,819.802,5504.592,819.802,5030.578,819.802,4827.513
820.747,12776.494,820.747,10523.312,820.747,5510.908,820.747,5026.725,820.747,4856.155
821.693,12660.526,821.693,10225.625,821.693,5504.736,821.693,5067.915,821.693,4848.851
822.639,12690.91,822.639,10501.689,822.639,5510.168,822.639,5013.96,822.639,4855.635
823.584,12647.494,823.584,10134.433,823.584,5507.383,823.584,4977.869,823.584,4848.451
824.53,12838.341,824.53,10137.83,824.53,5495.234,824.53,5049.399,824.53,4843.026
825.475,12734.653,825.475,10262.675,825.475,5477.067,825.475,5033.489,825.475,4835.007
826.421,12594.132,826.421,10069.121,826.421,5493.823,826.421,5006.138,826.421,4835.962
827.366,12767.455,827.366,10206.444,827.366,5489.288,827.366,5020.592,827.366,4832.305
828.312,12761.937,828.312,9962.083,828.312,5500.173,828.312,4951.339,828.312,4888.601
829.258,12706.74,829.258,9893.587,829.258,5491.862,829.258,4957.671,829.258,4837.203
830.203,12740.321,830.203,9941.263,830.203,5468.596,830.203,4976.463,830.203,4822.941
831.149,11877.512,831.149,9787.613,831.149,5482.829,831.149,4964.642,831.149,4841.169
832.094,12923.376,832.094,9804.337,832.094,5497.904,832.094,4983.098,832.094,4827.62
833.04,12769.179,833.04,9696.928,833.04,5496.356,833.04,4977.548,833.04,4838.293
833.985,12921.708,833.985,9734.746,833.985,5520.896,833.985,4984.949,833.985,4867.315
834.931,13512.564,834.931,9629.695,834.931,5494.835,834.931,4962.363,834.931,4828.118
835.876,13626.005,835.876,9616.782,835.876,5502.278,835.876,4942.925,835.876,4830.993
836.822,13579.295,836.822,9796.059,836.822,5534.762,836.822,4934.685,836.822,4820.911
837.768,13619.705,837.768,9774.129,837.768,5490.01,837.768,4928.865,837.768,4809.108
838.713,13594.325,838.713,9612.369,838.713,5515.682,838.713,4997.787,838.713,4809.368
839.659,13525.019,839.659,9629.068,839.659,5452.375,839.659,4891.58,839.659,4840.255
840.604,13625.094,840.604,9628.495,840.604,5497.083,840.604,4932.687,840.604,4788.144
841.55,13444.994,841.55,9677.947,841.55,5512.641,841.55,4995.55,841.55,4856.79
842.495,13389.876,842.495,9260.458,842.495,5511.792,842.495,5001.16,842.495,4848.191
843.441,13399.262,843.441,9504.19,843.441,5501.178,843.441,4979.224,843.441,4839.887
844.386,13421.472,844.386,9164.058,844.386,5488.925,844.386,4982.34,844.386,4853.602
845.332,13169.225,845.332,9318.532,845.332,5485.851,845.332,4968.157,845.332,4858.074
846.278,13286.727,846.278,9288.101,846.278,5501.829,846.278,4905.632,846.278,4839.803
847.223,13382.135,847.223,9035.58,847.223,5485.858,847.223,5013.062,847.223,4862.616
848.169,13254.898,848.169,8967.083,848.169,5487.024,848.169,4964.559,848.169,4871.87
849.114,13248.09,849.114,9090.495,849.114,5503.52,849.114,4873.959,849.114,4852.364
850.06,13164.035,850.06,8990.901,850.06,5513.975,850.06,4908.484,850.06,4835.771
851.005,13203.511,851.005,9070.118,851.005,5506.932,851.005,5006.176,851.005,4862.367
851.951,13234.193,851.951,9062.117,851.951,5517.932,851.951,4907.539,851.951,4832.976
852.897,13264.553,852.897,8772.905,852.897,5516.384,852.897,4939.041,852.897,4849.811
853.842,13214.319,853.842,8729.471,853.842,5500.101,853.842,4941.092,853.842,4842.113
854.788,13159.826,854.788,9020.691,854.788,5487.422,854.788,4891.251,854.788,4854.431
855.733,13172.786,855.733,8756.292,855.733,5480.178,855.733,5012.636,855.733,4871.493
856.679,13127.787,856.679,8646.323,856.679,5495.017,856.679,4919.658,856.679,4838.136
857.624,13276.782,857.624,8666.5,857.624,5503.6,857.624,4915.422,857.624,4830.134
858.57,13256.771,858.57,8526.448,858.57,5514.634,858.57,4887.216,858.57,4835.749
859.516,13039.591,859.516,8726.572,859.516,5519.132,859.516,4952.309,859.516,4853.699
860.461,13131.142,860.461,8533.75,860.461,5511.408,860.461,4947.343,860.461,4823.039
861.407,12982.226,861.407,8584.644,861.407,5493.459,861.407,4910.629,861.407,4887.952
862.352,13105.363,862.352,8441.593,862.352,5482.053,862.352,4900.223,862.352,4835.823
863.298,12929.774,863.298,8384.07,863.298,5507.483,863.298,4930.002,863.298,4852.927
864.243,12967.409,864.243,8737.442,864.243,5497.797,864.243,4880.756,864.243,4872.49
865.189,12773.107,865.189,8406.208,865.189,5521.878,865.189,4896.417,865.189,4822.912
866.134,12954.232,866.134,8154.946,866.134,5530.932,866.134,4926.363,866.134,4865.532
867.08,13044.433,867.08,8338.532,867.08,5533.395,867.08,4887.437,867.08,4833.882
868.026,12798.591,868.026,8286.552,868.026,5540.437,868.026,4859.381,868.026,4838.053
868.971,13017.376,868.971,8122.015,868.971,5506.553,868.971,4899.11,868.971,4842.342
869.917,12811.858,869.917,7956.949,869.917,5531.743,869.917,4901.337,869.917,4838.033
870.862,12817.127,870.862,8318.65,870.862,5520.173,870.862,4877.944,870.862,4840.892
871.808,12912.89,871.808,7987.304,871.808,5534.881,871.808,4901.558,871.808,4829.209
872.753,12816.573,872.753,8074.945,872.753,5564.311,872.753,4857.289,872.753,4832.797
873.699,12783.822,873.699,8217.2,873.699,5513.113,873.699,4870.168,873.699,4830.276
874.644,12794.261,874.644,7933.772,874.644,5589.555,874.644,4902.89,874.644,4834.456
875.59,12747.961,875.59,8069.562,875.59,5603.716,875.59,4858.115,875.59,4881.558
876.536,12952.465,876.536,7980.875,876.536,5651.664,876.536,4843.843,876.536,4830.79
