[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean
101.118,6.87449,101.118,6.808,101.118,6.92614,101.118,16.33519,101.118,5.60893
101.278,7.04049,101.278,6.832,101.278,7.02273,101.278,16.5037,101.278,5.57679
101.437,7.02834,101.437,6.762,101.437,7.13068,101.437,16.12222,101.437,5.50893
101.597,6.95142,101.597,7.022,101.597,7.06061,101.597,16.66296,101.597,5.7125
101.757,7.09717,101.757,6.998,101.757,6.91667,101.757,16.48889,101.757,5.55357
101.917,7.06478,101.917,7.134,101.917,7.04167,101.917,16.60185,101.917,5.63214
102.076,6.93927,102.076,7.132,102.076,7.08523,102.076,16.61111,102.076,5.58393
102.236,6.95951,102.236,7.098,102.236,6.90909,102.236,16.64259,102.236,5.62143
102.396,7.02429,102.396,7.112,102.396,7.0928,102.396,16.56296,102.396,5.67857
102.556,6.93927,102.556,7.142,102.556,7.01326,102.556,16.56852,102.556,5.60179
102.715,6.88259,102.715,7.206,102.715,7.00758,102.715,16.57222,102.715,5.66071
102.875,7.02429,102.875,7.066,102.875,7.01705,102.875,16.74815,102.875,5.53393
103.035,6.94332,103.035,7.22,103.035,6.97917,103.035,16.54074,103.035,5.5375
103.195,7.06478,103.195,7.12,103.195,6.98295,103.195,16.6037,103.195,5.57857
103.354,6.8664,103.354,7.092,103.354,6.92424,103.354,16.6037,103.354,5.6375
103.514,6.97571,103.514,7.152,103.514,6.9697,103.514,16.63333,103.514,5.61071
103.674,7.06883,103.674,7.156,103.674,7.03598,103.674,15.89815,103.674,5.65
103.834,7.15385,103.834,7.112,103.834,7.04356,103.834,16.31296,103.834,5.68571
103.993,7.10931,103.993,7.04,103.993,7.07576,103.993,16.81111,103.993,5.65357
104.153,6.88664,104.153,7.052,104.153,6.92803,104.153,17.01111,104.153,5.66964
104.313,7.12551,104.313,7.082,104.313,7.02652,104.313,16.81482,104.313,5.66786
104.473,7.07287,104.473,7.112,104.472,7,104.472,17.06111,104.472,5.66429
104.632,6.95142,104.632,7.18,104.632,7.10985,104.632,17.17778,104.632,5.60893
104.792,6.98785,104.792,7.204,104.792,6.96023,104.792,17.14074,104.792,5.6125
104.952,7.01619,104.952,7.228,104.952,6.9697,104.952,17.09074,104.952,5.5625
105.112,7.11336,105.111,7.05,105.111,6.97727,105.111,17.17407,105.111,5.68036
105.271,6.8583,105.271,7.136,105.271,6.98106,105.271,17.14444,105.271,5.62321
105.431,7,105.431,7.114,105.431,7.09848,105.431,17.05926,105.431,5.72321
105.591,6.84211,105.591,7.2,105.591,6.94129,105.591,17.08889,105.591,5.61071
105.751,7.08097,105.75,7.188,105.75,7.09848,105.75,17.17407,105.75,5.69464
105.91,6.88259,105.91,7.03,105.91,6.99242,105.91,17.2037,105.91,5.61607
106.07,7.07287,106.07,7.138,106.07,6.96023,106.07,17.06852,106.07,5.64107
106.23,6.93117,106.23,7.23,106.23,7.00758,106.23,17.04074,106.23,5.58036
106.39,6.94332,106.389,7.332,106.389,6.96023,106.389,17.05926,106.389,5.52143
106.549,7.01215,106.549,7.262,106.549,6.97348,106.549,17.07407,106.549,5.57321
106.709,7,106.709,7.254,106.709,6.8428,106.709,17.19444,106.709,5.70893
106.869,7.13765,106.869,7.208,106.869,6.9375,106.869,17.04074,106.869,5.62679
107.028,7.09312,107.028,7.048,107.028,6.86932,107.028,16.97593,107.028,5.63571
107.188,6.91903,107.188,7.16,107.188,6.95644,107.188,17.02222,107.188,5.75536
107.348,7.04453,107.348,7.122,107.348,6.85985,107.348,16.99444,107.348,5.62679
107.508,6.93117,107.508,7.244,107.508,7.03409,107.508,17.08519,107.508,5.51964
107.667,6.73279,107.667,7.07,107.667,6.97348,107.667,17.04815,107.667,5.55179
107.827,7.12146,107.827,7.09,107.827,6.83523,107.827,17.02222,107.827,5.675
107.987,7.04453,107.987,7.192,107.987,7.05871,107.987,17.06482,107.987,5.68036
108.147,7,108.147,7.184,108.147,6.99053,108.147,16.98704,108.147,5.56607
108.306,7.17409,108.306,7.282,108.306,6.97727,108.306,17.05,108.306,5.65714
108.466,7.0081,108.466,7.172,108.466,6.89962,108.466,17.01852,108.466,5.62679
108.626,7.19838,108.626,7.2,108.626,7.00568,108.626,16.99444,108.626,5.6
108.786,6.83806,108.786,7.178,108.786,7.01894,108.786,16.84074,108.786,5.58036
108.945,6.93117,108.945,7.108,108.945,7.10227,108.945,16.98519,108.945,5.61429
109.105,6.98381,109.105,7.164,109.105,7.11553,109.105,17.00185,109.105,5.61964
109.265,6.98785,109.265,7.086,109.265,7.0947,109.265,17.22222,109.265,5.59643
109.425,7.21457,109.425,7.21,109.425,7.01894,109.425,16.94444,109.425,5.49821
109.584,6.97571,109.584,7.142,109.584,6.94697,109.584,17.17963,109.584,5.65536
109.744,7.07287,109.744,7.156,109.744,7.04545,109.744,16.78333,109.744,5.6125
109.904,6.92308,109.904,7.204,109.904,6.89015,109.904,16.88333,109.904,5.5875
110.064,6.97166,110.064,7.164,110.064,7.01136,110.064,17.15926,110.064,5.57679
110.223,6.9919,110.223,7.076,110.223,6.99242,110.223,16.77593,110.223,5.68214
110.383,6.94332,110.383,7.176,110.383,7.01705,110.383,16.9463,110.383,5.6
110.543,7.09717,110.543,7.126,110.543,6.83902,110.543,16.98519,110.543,5.70893
110.703,7.23077,110.703,7.24,110.703,6.99053,110.703,16.96482,110.703,5.54464
110.862,7.19838,110.862,7.098,110.862,6.94129,110.862,16.86852,110.862,5.64643
111.022,7.1417,111.022,7.146,111.022,6.93561,111.022,17,111.022,5.59286
111.182,6.91498,111.182,7.034,111.182,6.98864,111.182,16.96852,111.182,5.60357
111.342,7,111.341,7.184,111.341,6.99242,111.341,16.96852,111.341,5.70714
111.501,7.17814,111.501,7.11,111.501,7.05492,111.501,17.22222,111.501,5.44821
111.661,6.82996,111.661,7.054,111.661,7.0625,111.661,17.08148,111.661,5.56964
111.821,7.01215,111.821,7.024,111.821,6.93371,111.821,17.04074,111.821,5.57679
111.981,6.95547,111.98,7.192,111.98,6.95833,111.98,17.07963,111.98,5.57857
112.14,7.12955,112.14,7.144,112.14,7.00379,112.14,17.01667,112.14,5.5625
112.3,7,112.3,7.054,112.3,6.93561,112.3,17.08519,112.3,5.59286
112.46,7.01215,112.46,7.112,112.46,6.89394,112.46,16.9537,112.46,5.53571
112.62,6.98381,112.619,7.17,112.619,6.88258,112.619,16.95555,112.619,5.50357
112.779,7.05668,112.779,6.996,112.779,6.95265,112.779,16.97593,112.779,5.70357
112.939,6.96356,112.939,7.144,112.939,7.06061,112.939,17.09444,112.939,5.61607
113.099,7.11336,113.099,7.088,113.099,6.93371,113.099,16.77407,113.099,5.675
113.258,6.89879,113.258,7.134,113.258,6.91288,113.258,16.90926,113.258,5.63214
113.418,7.04453,113.418,7.102,113.418,7.00947,113.418,16.91481,113.418,5.64464
113.578,6.97166,113.578,7.042,113.578,6.99621,113.578,17.05,113.578,5.58393
113.738,6.99595,113.738,7.036,113.738,6.97159,113.738,16.8537,113.738,5.51429
113.897,6.95547,113.897,7.158,113.897,6.95455,113.897,16.91667,113.897,5.67143
114.057,7.06073,114.057,7.11,114.057,7.07576,114.057,16.72037,114.057,5.62321
114.217,6.87854,114.217,7.038,114.217,6.85227,114.217,17.02963,114.217,5.45714
114.377,7.08097,114.377,4.592,114.377,6.92235,114.377,16.92778,114.377,5.69286
114.536,7.1417,114.536,6.662,114.536,7.08902,114.536,16.80556,114.536,5.44821
114.696,6.91903,114.696,6.926,114.696,6.83902,114.696,17.01296,114.696,5.61964
114.856,6.94332,114.856,6.986,114.856,6.9375,114.856,16.76111,114.856,5.65179
115.016,6.91093,115.016,7.036,115.016,6.95076,115.016,16.85,115.016,5.57679
115.175,7.07287,115.175,7.04,115.175,6.87879,115.175,16.92963,115.175,5.6
115.335,6.97571,115.335,7.198,115.335,6.88258,115.335,16.86852,115.335,5.56607
115.495,7.12955,115.495,7.052,115.495,6.92235,115.495,16.98519,115.495,5.575
115.655,7.04858,115.655,7.064,115.655,7.07955,115.655,16.88333,115.655,5.64464
115.814,7.01215,115.814,7.066,115.814,6.89962,115.814,17.02963,115.814,5.66429
115.974,7.01619,115.974,7.136,115.974,7.02273,115.974,16.80556,115.974,5.63571
116.134,6.97166,116.134,7.218,116.134,7.05682,116.134,16.94444,116.134,5.52857
116.294,6.95951,116.294,7.134,116.294,6.91667,116.294,16.89074,116.294,5.53929
116.453,7.08097,116.453,7.152,116.453,6.85227,116.453,16.9963,116.453,5.58571
116.613,7.17004,116.613,7.112,116.613,6.84848,116.613,16.70926,116.613,5.62679
116.773,7.08502,116.773,7.108,116.773,6.97727,116.773,16.7963,116.773,5.57143
116.933,7,116.933,7.218,116.933,7.05492,116.933,16.92963,116.933,5.65179
117.092,7.01619,117.092,7.296,117.092,6.92045,117.092,16.88519,117.092,5.6625
117.252,6.95951,117.252,7.138,117.252,7.00947,117.252,17.03148,117.252,5.48929
117.412,7.05668,117.412,7.1,117.412,6.99242,117.412,16.77222,117.412,5.60536
117.572,6.93117,117.572,7.148,117.571,6.95644,117.571,16.82593,117.571,5.57321
117.731,6.94332,117.731,7.03,117.731,6.98485,117.731,16.77407,117.731,5.6125
117.891,6.97166,117.891,7.234,117.891,6.88826,117.891,16.88704,117.891,5.66607
118.051,7.15385,118.051,7.18,118.051,7.11932,118.051,16.95555,118.051,5.65714
118.211,7.21862,118.21,7.108,118.21,6.88258,118.21,16.93889,118.21,5.64107
118.37,7.15789,118.37,7.1,118.37,7.04545,118.37,16.83333,118.37,5.74464
118.53,7.09717,118.53,7.174,118.53,6.80682,118.53,16.76667,118.53,5.64821
118.69,7.02834,118.69,7.156,118.69,6.98485,118.69,16.85741,118.69,5.66071
118.85,7.17409,118.849,7.1,118.849,6.98485,118.849,16.65556,118.849,5.63036
119.009,7.03239,119.009,7.072,119.009,7.02652,119.009,16.84074,119.009,5.52857
119.169,7,119.169,7.116,119.169,7.03788,119.169,16.96852,119.169,5.66964
119.329,7.01215,119.329,7.038,119.329,7,119.329,16.82407,119.329,5.63571
119.489,7.10526,119.488,6.982,119.488,7.04924,119.488,16.81852,119.488,5.59286
119.648,6.98381,119.648,7.17,119.648,7.00379,119.648,16.74444,119.648,5.68393
119.808,7.03239,119.808,7.106,119.808,6.9375,119.808,16.73519,119.808,5.67143
119.968,7.16599,119.968,7.102,119.968,7.0322,119.968,16.84074,119.968,5.65714
120.127,6.98785,120.127,7.098,120.127,6.9697,120.127,16.8463,120.127,5.60893
120.287,7.06073,120.287,7.104,120.287,7.04167,120.287,16.74444,120.287,5.66429
120.447,7.02024,120.447,7.018,120.447,7.01515,120.447,16.8463,120.447,5.50179
120.607,7.08097,120.607,7.326,120.607,6.96212,120.607,16.77593,120.607,5.54464
120.766,7.19028,120.766,7.226,120.766,6.89394,120.766,16.78704,120.766,5.54107
120.926,7.01619,120.926,7.206,120.926,6.98485,120.926,16.67778,120.926,5.60357
121.086,6.95142,121.086,7.044,121.086,6.98674,121.086,16.82037,121.086,5.54643
121.246,7.07287,121.246,7.022,121.246,7.08523,121.246,16.70741,121.246,5.6375
121.405,7.22267,121.405,7.236,121.405,6.91856,121.405,16.74259,121.405,5.61429
121.565,7.06478,121.565,7.08,121.565,6.98674,121.565,16.85556,121.565,5.56964
121.725,6.93522,121.725,7.068,121.725,6.94886,121.725,16.85741,121.725,5.59464
121.885,7.04858,121.885,7.11,121.885,6.9375,121.885,16.92593,121.885,5.5
122.044,7.05668,122.044,7.114,122.044,6.91667,122.044,16.81852,122.044,5.63571
122.204,7.06073,122.204,7.154,122.204,7.05114,122.204,16.90926,122.204,5.70179
122.364,6.98785,122.364,7.094,122.364,6.94508,122.364,16.89074,122.364,5.50893
122.524,7.1336,122.524,7.072,122.524,7.02652,122.524,16.75926,122.524,5.60357
122.683,7.18219,122.683,7.038,122.683,6.96023,122.683,16.75741,122.683,5.53571
122.843,7.02429,122.843,7.018,122.843,6.96212,122.843,16.9,122.843,5.60714
123.003,7.18623,123.003,7.076,123.003,6.90152,123.003,16.77963,123.003,5.59821
123.163,7.20648,123.163,7.13,123.163,6.92992,123.163,16.87963,123.163,5.63214
123.322,7.15385,123.322,7.016,123.322,7.05682,123.322,16.83333,123.322,5.56071
123.482,7.15789,123.482,7.07,123.482,6.96212,123.482,16.78889,123.482,5.52321
123.642,7.10526,123.642,7.14,123.642,7.07765,123.642,16.81482,123.642,5.67143
123.802,6.97166,123.802,7.102,123.802,6.93561,123.802,16.83704,123.802,5.51071
123.961,7.0081,123.961,7.186,123.961,7.00568,123.961,16.76667,123.961,5.6375
124.121,6.94737,124.121,6.976,124.121,6.85227,124.121,16.88148,124.121,5.56786
124.281,6.8664,124.281,7.084,124.281,6.9072,124.281,16.94815,124.281,5.69107
124.441,7.09717,124.44,6.962,124.44,7.02273,124.44,16.60926,124.44,5.65893
124.6,7.19028,124.6,7.056,124.6,7.06629,124.6,16.80926,124.6,5.57857
124.76,7.12146,124.76,7.11,124.76,7.00189,124.76,16.95,124.76,5.60357
124.92,7.16599,124.92,7.17,124.92,6.98864,124.92,16.94074,124.92,5.52321
125.08,7.14575,125.079,7,125.079,7.00947,125.079,17.02593,125.079,5.63571
125.239,7.11336,125.239,7.154,125.239,6.88068,125.239,16.71852,125.239,5.625
125.399,7.08097,125.399,7.03,125.399,6.95833,125.399,16.77222,125.399,5.63929
125.559,7.08097,125.559,6.994,125.559,6.92235,125.559,16.90556,125.559,5.55
125.719,6.99595,125.718,7.09,125.718,7.07197,125.718,16.85,125.718,5.61964
125.878,6.91498,125.878,6.968,125.878,6.92424,125.878,16.81482,125.878,5.64643
126.038,6.99595,126.038,7.104,126.038,6.98864,126.038,16.73704,126.038,5.62321
126.198,7.16599,126.198,6.956,126.198,6.99242,126.198,16.84259,126.198,5.61071
126.358,7.17004,126.357,7.106,126.357,6.95833,126.357,16.85926,126.357,5.58571
126.517,7.14575,126.517,7.046,126.517,7.08712,126.517,16.8037,126.517,5.575
126.677,6.96356,126.677,6.96,126.677,6.98485,126.677,16.73704,126.677,5.68571
126.837,7.1417,126.837,6.994,126.837,6.95833,126.837,16.68704,126.837,5.62679
126.996,7.02834,126.996,7.084,126.996,6.97348,126.996,16.82778,126.996,5.58036
127.156,7.01619,127.156,7.004,127.156,7.04924,127.156,16.63889,127.156,5.56071
127.316,7.08097,127.316,7.064,127.316,6.91098,127.316,16.85,127.316,5.58393
127.476,7.07692,127.476,6.922,127.476,6.95076,127.476,16.79259,127.476,5.50714
127.635,7.17409,127.635,7.068,127.635,7.00758,127.635,16.89074,127.635,5.60536
127.795,7.19838,127.795,7.048,127.795,6.88447,127.795,16.90185,127.795,5.59821
127.955,7.19433,127.955,6.938,127.955,7.04356,127.955,16.7037,127.955,5.575
128.115,7.03644,128.115,7.082,128.115,7.00568,128.115,16.88148,128.115,5.55893
128.274,7.12146,128.274,7.08,128.274,6.98485,128.274,16.72963,128.274,5.61607
128.434,7.24696,128.434,7.052,128.434,6.88068,128.434,16.7037,128.434,5.62679
128.594,6.86235,128.594,6.936,128.594,6.91098,128.594,16.64074,128.594,5.59821
128.754,7.07692,128.754,6.956,128.754,6.92424,128.754,16.69259,128.754,5.53393
128.913,7.06883,128.913,6.908,128.913,6.91856,128.913,16.82222,128.913,5.53929
129.073,6.96356,129.073,7.016,129.073,6.99053,129.073,16.76852,129.073,5.53214
129.233,6.98785,129.233,7.004,129.233,6.9053,129.233,16.75926,129.233,5.66607
129.393,7.01215,129.393,7.068,129.393,6.94886,129.393,16.80185,129.393,5.44286
129.552,6.95951,129.552,7.026,129.552,6.86364,129.552,16.89815,129.552,5.55
129.712,7.15789,129.712,7.034,129.712,7.00379,129.712,16.75,129.712,5.69464
129.872,7.04858,129.872,7.05,129.872,6.9053,129.872,16.73889,129.872,5.5875
130.032,6.97976,130.032,7.08,130.032,6.96591,130.032,16.87593,130.032,5.65536
130.191,7.10121,130.191,6.942,130.191,6.92614,130.191,16.8537,130.191,5.60714
130.351,6.95142,130.351,7.038,130.351,7.02273,130.351,16.68333,130.351,5.65893
130.511,7.06478,130.511,6.926,130.511,6.91477,130.511,16.69815,130.511,5.63214
130.671,7.02024,130.671,6.916,130.67,6.76136,130.67,16.7537,130.67,5.64286
130.83,7.1417,130.83,6.944,130.83,7.06818,130.83,16.58519,130.83,5.61964
130.99,6.93522,130.99,7.024,130.99,6.8125,130.99,16.65556,130.99,5.51786
131.15,7.03644,131.15,7.078,131.15,6.875,131.15,16.9037,131.15,5.64643
131.31,7.02429,131.309,7.034,131.309,6.95455,131.309,16.68148,131.309,5.63036
131.469,7.04858,131.469,7.04,131.469,6.82008,131.469,16.92037,131.469,5.56786
131.629,7.07287,131.629,6.94,131.629,7.01894,131.629,16.81296,131.629,5.59643
131.789,7.10121,131.789,6.96,131.789,6.99432,131.789,16.58889,131.789,5.57321
131.949,7.13765,131.948,6.972,131.948,7.04924,131.948,16.62963,131.948,5.51429
132.108,6.95142,132.108,6.85,132.108,6.92235,132.108,16.78889,132.108,5.53929
132.268,7,132.268,6.93,132.268,6.82576,132.268,16.66481,132.268,5.64464
132.428,6.91093,132.428,6.936,132.428,6.96212,132.428,16.70185,132.428,5.53571
132.588,7.06883,132.587,6.998,132.587,6.84848,132.587,16.66296,132.587,5.51071
132.747,7.07692,132.747,6.93,132.747,6.90152,132.747,16.84074,132.747,5.61607
132.907,6.53846,132.907,6.91,132.907,6.92614,132.907,16.90185,132.907,5.65
133.067,7.25506,133.067,6.986,133.067,6.89015,133.067,16.71296,133.067,5.58571
133.227,7.08097,133.226,7.004,133.226,6.9072,133.226,16.68704,133.226,5.55536
133.386,7.1498,133.386,7.02,133.386,7.04545,133.386,16.67593,133.386,5.51607
133.546,7.1417,133.546,6.988,133.546,6.9072,133.546,16.77407,133.546,5.66071
133.706,7.16194,133.706,6.994,133.706,6.87879,133.706,16.78518,133.706,5.6375
133.865,7.2996,133.865,6.842,133.865,6.95455,133.865,16.77778,133.865,5.46786
134.025,7.09312,134.025,7.028,134.025,6.96591,134.025,16.73889,134.025,5.58571
134.185,7.34008,134.185,6.908,134.185,6.89773,134.185,16.86481,134.185,5.56964
134.345,7.12551,134.345,6.784,134.345,6.92614,134.345,16.68518,134.345,5.61071
134.504,7.25506,134.504,6.932,134.504,6.97348,134.504,16.58148,134.504,5.53214
134.664,7.25506,134.664,6.938,134.664,7.01326,134.664,16.77593,134.664,5.53036
134.824,7.15385,134.824,6.94,134.824,6.90152,134.824,16.78704,134.824,5.625
134.984,7.24292,134.984,6.914,134.984,6.81439,134.984,16.80741,134.984,5.55536
135.143,7.34818,135.143,6.95,135.143,6.96591,135.143,16.72037,135.143,5.56786
135.303,7.10526,135.303,6.94,135.303,6.90341,135.303,16.83889,135.303,5.52321
135.463,7.28745,135.463,6.95,135.463,6.89394,135.463,16.72593,135.463,5.68214
135.623,7.17004,135.623,6.96,135.623,7.01515,135.623,16.71852,135.623,5.58571
135.782,7.26316,135.782,7.006,135.782,6.89205,135.782,16.65,135.782,5.67321
135.942,7.32794,135.942,6.918,135.942,7.00568,135.942,16.79815,135.942,5.55536
136.102,7.25911,136.102,6.918,136.102,6.98106,136.102,16.67963,136.102,5.5625
136.262,7.25101,136.262,6.936,136.262,6.97727,136.262,16.61296,136.262,5.625
136.421,7.35628,136.421,6.89,136.421,6.82955,136.421,16.62222,136.421,5.71786
136.581,7.1498,136.581,6.96,136.581,6.97538,136.581,16.56482,136.581,5.64464
136.741,7.18219,136.741,6.862,136.741,6.90909,136.741,16.7,136.741,5.74464
136.901,7.21053,136.901,6.94,136.9,6.81629,136.9,16.83889,136.9,5.58929
137.06,7.15789,137.06,6.918,137.06,7.10227,137.06,16.93148,137.06,5.61071
137.22,7.23077,137.22,7.018,137.22,7.00189,137.22,16.66481,137.22,5.57679
137.38,7.36437,137.38,6.944,137.38,6.96023,137.38,16.68148,137.38,5.67143
137.54,7.11741,137.539,6.826,137.539,6.97159,137.539,16.76481,137.539,5.52679
137.699,7.02429,137.699,6.834,137.699,7,137.699,16.67593,137.699,5.46607
137.859,7.18219,137.859,7.03,137.859,6.92614,137.859,16.77222,137.859,5.41429
138.019,7.21457,138.019,6.81,138.019,6.99053,138.019,16.85556,138.019,5.53393
138.179,7.31174,138.178,6.928,138.178,6.94886,138.178,16.68518,138.178,5.56607
138.338,7.2753,138.338,6.932,138.338,6.89583,138.338,16.62963,138.338,5.55
138.498,7.12551,138.498,6.896,138.498,6.88636,138.498,16.58148,138.498,5.61429
138.658,7.09717,138.658,6.792,138.658,6.77083,138.658,16.67407,138.658,5.66071
138.818,7.25101,138.817,6.926,138.817,6.93561,138.817,16.73519,138.817,5.60536
138.977,7.10121,138.977,6.892,138.977,6.98106,138.977,16.71482,138.977,5.6375
139.137,6.97571,139.137,6.858,139.137,6.85417,139.137,16.82407,139.137,5.5375
139.297,7.18219,139.297,6.872,139.297,6.89394,139.297,16.90741,139.297,5.49107
139.457,7.16599,139.456,6.896,139.456,6.93371,139.456,16.85185,139.456,5.54464
139.616,7.18623,139.616,6.918,139.616,6.9072,139.616,16.78704,139.616,5.61071
139.776,7.16194,139.776,6.944,139.776,6.89962,139.776,16.80556,139.776,5.58393
139.936,7.17004,139.936,6.768,139.936,6.95455,139.936,16.68889,139.936,5.55714
140.095,7.25101,140.095,6.852,140.095,6.97348,140.095,16.75926,140.095,5.50893
140.255,7.31579,140.255,6.714,140.255,6.99053,140.255,16.79259,140.255,5.64464
140.415,7.23482,140.415,6.828,140.415,7.13826,140.415,16.84259,140.415,5.65179
140.575,7.27126,140.575,6.95,140.575,6.86553,140.575,16.60926,140.575,5.64821
140.734,7.21053,140.734,6.794,140.734,6.95644,140.734,16.7,140.734,5.51964
140.894,7.15385,140.894,6.874,140.894,6.9072,140.894,16.73519,140.894,5.4875
141.054,7.14575,141.054,6.7,141.054,6.89583,141.054,16.61481,141.054,5.46607
141.214,7.1498,141.214,6.886,141.214,6.92235,141.214,16.82222,141.214,5.66429
141.373,7.25911,141.373,6.806,141.373,6.94318,141.373,16.7963,141.373,5.63214
141.533,7.18623,141.533,6.698,141.533,6.95265,141.533,16.48704,141.533,5.66071
141.693,7.27126,141.693,6.766,141.693,6.91477,141.693,16.79815,141.693,5.71071
141.853,7.18219,141.853,6.832,141.853,7.01894,141.853,16.68889,141.853,5.68929
142.012,7.1498,142.012,6.814,142.012,6.97159,142.012,16.72963,142.012,5.58571
142.172,7.28745,142.172,6.788,142.172,6.9678,142.172,16.70926,142.172,5.64286
142.332,7.24696,142.332,6.852,142.332,6.92614,142.332,16.44815,142.332,5.61964
142.492,7.06478,142.492,6.96,142.492,6.86364,142.492,16.6,142.492,5.59107
142.651,7.25506,142.651,6.844,142.651,6.95833,142.651,16.7963,142.651,5.5125
142.811,7.15789,142.811,6.86,142.811,6.90341,142.811,16.81667,142.811,5.61964
142.971,7.18219,142.971,6.79,142.971,7.05871,142.971,16.75556,142.971,5.62143
143.131,7.10121,143.131,6.836,143.131,6.94129,143.131,16.67037,143.131,5.54643
143.29,7.16194,143.29,6.79,143.29,7.04545,143.29,16.55556,143.29,5.59643
143.45,7.18219,143.45,6.73,143.45,6.89583,143.45,16.69444,143.45,5.70893
143.61,7.19433,143.61,6.77,143.61,6.95455,143.61,16.66111,143.61,5.66964
143.77,7.1498,143.77,6.78,143.769,6.87689,143.769,16.79445,143.769,5.53393
143.929,7.19028,143.929,6.744,143.929,6.95833,143.929,16.62778,143.929,5.57143
144.089,7.01215,144.089,6.892,144.089,6.91477,144.089,16.67963,144.089,5.54821
144.249,6.91093,144.249,6.862,144.249,6.9678,144.249,16.64815,144.249,5.53571
144.409,6.9919,144.408,6.886,144.408,6.91098,144.408,16.69444,144.408,5.57679
144.568,7.07287,144.568,6.928,144.568,7.05682,144.568,16.83148,144.568,5.48393
144.728,7.12551,144.728,6.828,144.728,6.88447,144.728,16.91296,144.728,5.63036
144.888,7.31984,144.888,6.802,144.888,6.97348,144.888,16.62593,144.888,5.55893
145.048,7.11741,145.047,6.83,145.047,6.93371,145.047,16.54259,145.047,5.72857
145.207,7.10526,145.207,6.882,145.207,7.02462,145.207,16.72407,145.207,5.58393
145.367,7.11741,145.367,6.876,145.367,6.97159,145.367,16.58519,145.367,5.65
145.527,7.17409,145.527,6.802,145.527,7.09659,145.527,16.72778,145.527,5.53929
145.687,7.0081,145.686,6.842,145.686,6.95833,145.686,16.68148,145.686,5.58214
145.846,6.97571,145.846,6.644,145.846,7.0303,145.846,16.67963,145.846,5.5875
146.006,7.11336,146.006,6.756,146.006,6.95076,146.006,16.68333,146.006,5.63214
146.166,7.02834,146.166,6.744,146.166,6.91288,146.166,16.57222,146.166,5.625
146.326,7.09717,146.325,6.866,146.325,7.07197,146.325,16.83704,146.325,5.56429
146.485,7.16599,146.485,6.784,146.485,6.93561,146.485,16.64074,146.485,5.66071
146.645,7.17814,146.645,6.81,146.645,6.86932,146.645,16.67593,146.645,5.60357
146.805,7.15385,146.805,6.804,146.805,6.89773,146.805,16.72407,146.805,5.61429
146.964,7.1336,146.964,6.79,146.964,7.04924,146.964,16.66111,146.964,5.55357
147.124,7.09312,147.124,6.888,147.124,6.90909,147.124,16.66667,147.124,5.7125
147.284,7.13765,147.284,6.79,147.284,6.94886,147.284,16.76481,147.284,5.48214
147.444,7.20243,147.444,6.714,147.444,6.98106,147.444,16.53333,147.444,5.61071
147.603,7.16599,147.603,6.672,147.603,7.02083,147.603,16.77778,147.603,5.63214
147.763,7.23077,147.763,6.87,147.763,6.91477,147.763,16.53889,147.763,5.69286
147.923,7.11336,147.923,6.774,147.923,6.88636,147.923,16.72593,147.923,5.55714
148.083,6.99595,148.083,6.828,148.083,6.99053,148.083,16.81482,148.083,5.54464
148.242,7.15385,148.242,6.88,148.242,7.00189,148.242,16.56667,148.242,5.575
148.402,7.11336,148.402,6.786,148.402,6.93939,148.402,16.63519,148.402,5.62679
148.562,7.17004,148.562,6.78,148.562,7.01136,148.562,16.78148,148.562,5.59286
148.722,7.24696,148.722,6.75,148.722,6.93939,148.722,16.85556,148.722,5.5375
148.881,7.19433,148.881,6.748,148.881,6.92992,148.881,16.61111,148.881,5.53036
149.041,7.25506,149.041,6.672,149.041,6.97917,149.041,16.5963,149.041,5.51071
149.201,7.17004,149.201,6.748,149.201,6.94886,149.201,16.74815,149.201,5.60893
149.361,7.08502,149.361,6.834,149.361,6.99621,149.361,16.67778,149.361,5.60893
149.52,7.24696,149.52,6.786,149.52,6.95265,149.52,16.57407,149.52,5.56786
149.68,7.15789,149.68,6.652,149.68,6.98864,149.68,16.7963,149.68,5.52143
149.84,7.11741,149.84,6.72,149.84,6.93939,149.84,16.56667,149.84,5.56429
150,7.19838,150,6.842,149.999,6.95265,149.999,16.40741,149.999,5.56607
150.159,7.1498,150.159,6.92,150.159,7.03598,150.159,16.61667,150.159,5.63571
150.319,7.15789,150.319,6.716,150.319,6.94129,150.319,16.77778,150.319,5.575
150.479,7.06883,150.479,6.834,150.479,7.0947,150.479,16.57593,150.479,5.63214
150.639,7.16599,150.638,6.726,150.638,6.92803,150.638,16.71111,150.638,5.61071
150.798,7.26721,150.798,6.814,150.798,7.05492,150.798,16.57222,150.798,5.61964
150.958,7.12955,150.958,6.792,150.958,6.87121,150.958,16.72222,150.958,5.43036
151.118,7.21053,151.118,6.74,151.118,6.94318,151.118,16.63333,151.118,5.52679
151.278,7.16194,151.277,6.844,151.277,6.97159,151.277,16.70555,151.277,5.55179
151.437,7.21457,151.437,6.808,151.437,7.00189,151.437,16.77037,151.437,5.60893
151.597,7.24292,151.597,6.782,151.597,6.94697,151.597,16.8037,151.597,5.52857
151.757,7.01215,151.757,6.646,151.757,6.88826,151.757,16.64074,151.757,5.58929
151.917,7.10931,151.916,6.73,151.916,6.91856,151.916,16.75741,151.916,5.59464
